"","LSOA21CD","MSOA21CD"
"30916","E01026693","E02005559"
"30917","E01026669","E02005556"
"30918","E01026670","E02005556"
"30919","E01026672","E02005556"
"30920","E01026671","E02005556"
"30921","E01026708","E02005555"
"30922","E01026709","E02005555"
"30923","E01026710","E02005555"
"30924","E01026674","E02005562"
"30925","E01026691","E02005555"
"30926","E01026692","E02005555"
"30927","E01026673","E02005556"
"30928","E01026714","E02005560"
"30929","E01026706","E02005561"
"30930","E01026662","E02005560"
"30931","E01026704","E02005561"
"30932","E01026663","E02005560"
"30933","E01026666","E02005559"
"30934","E01026664","E02005560"
"30935","E01026724","E02005564"
"30936","E01026700","E02005561"
"30937","E01026718","E02005554"
"30938","E01026655","E02005554"
"30939","E01026656","E02005552"
"30940","E01026654","E02005554"
"30941","E01026703","E02005553"
"30942","E01026701","E02005553"
"30943","E01026653","E02005554"
"30944","E01026678","E02005553"
"30945","E01026676","E02005553"
"30946","E01026677","E02005553"
"30947","E01026702","E02005553"
"30948","E01026645","E02005552"
"30949","E01026675","E02005562"
"30950","E01026725","E02005564"
"30951","E01026665","E02005562"
"30952","E01026694","E02005562"
"30953","E01026445","E02005504"
"30954","E01035134","E02005509"
"30955","E01026643","E02005564"
"30956","E01026722","E02005565"
"30957","E01026723","E02005564"
"30958","E01026642","E02005564"
"30959","E01033038","E02005567"
"30960","E01026728","E02005568"
"30961","E01026727","E02005568"
"30962","E01026644","E02005564"
"30963","E01026726","E02005565"
"30964","E01026647","E02005558"
"30965","E01026713","E02005558"
"30966","E01026711","E02005558"
"30967","E01026712","E02005558"
"30968","E01026680","E02005551"
"30969","E01026683","E02005551"
"30970","E01026682","E02005551"
"30971","E01026681","E02005551"
"30972","E01035133","E02005509"
"30973","E01026459","E02005509"
"30974","E01026456","E02005509"
"30975","E01026457","E02005509"
"30976","E01026458","E02005509"
"30977","E01033036","E02005567"
"30978","E01034773","E02005567"
"30979","E01034772","E02005567"
"30980","E01033039","E02005567"
"30981","E01034771","E02005567"
"30982","E01034770","E02005567"
"30983","E01033037","E02005567"
"30984","E01015678","E02003238"
"30985","E01015679","E02003237"
"30986","E01015681","E02003238"
"30987","E01015682","E02003238"
"30988","E01015680","E02003238"
"30989","E01015629","E02003237"
"30990","E01015676","E02003242"
"30991","E01015656","E02003243"
"30992","E01015674","E02003242"
"30993","E01015658","E02003243"
"30994","E01015685","E02003239"
"30995","E01015659","E02003239"
"30996","E01035539","E02003243"
"30997","E01015660","E02003243"
"30998","E01015683","E02003242"
"30999","E01035538","E02003243"
"31000","E01015684","E02003239"
"31001","E01015630","E02003239"
"31002","E01026240","E02005475"
"31003","E01015617","E02003241"
"31004","E01026362","E02005487"
"31005","E01026335","E02005488"
"31006","E01015631","E02003239"
"31007","E01015589","E02003240"
"31008","E01015619","E02003241"
"31009","E01015636","E02003237"
"31010","E01026334","E02005488"
"31011","E01026337","E02005488"
"31012","E01026307","E02005489"
"31013","E01026305","E02005489"
"31014","E01026303","E02005489"
"31015","E01026306","E02005489"
"31016","E01015635","E02003237"
"31017","E01026364","E02005487"
"31018","E01026363","E02005487"
"31019","E01033174","E02006877"
"31020","E01018100","E02003747"
"31021","E01018101","E02003747"
"31022","E01018098","E02003747"
"31023","E01018064","E02003747"
"31024","E01018058","E02003749"
"31025","E01018075","E02003747"
"31026","E01018072","E02003747"
"31027","E01018074","E02003747"
"31028","E01018099","E02003747"
"31029","E01018061","E02003749"
"31030","E01018212","E02003753"
"31031","E01018216","E02003753"
"31032","E01018217","E02003753"
"31033","E01018213","E02003753"
"31034","E01018214","E02003753"
"31035","E01018215","E02003753"
"31036","E01035552","E02006878"
"31037","E01018128","E02003754"
"31038","E01033177","E02006878"
"31039","E01035553","E02006878"
"31040","E01033181","E02006877"
"31041","E01033175","E02006878"
"31042","E01035551","E02006878"
"31043","E01027048","E02005630"
"31044","E01027049","E02005630"
"31045","E01027047","E02005630"
"31046","E01027046","E02005630"
"31047","E01027044","E02005630"
"31048","E01015628","E02003240"
"31049","E01015626","E02003240"
"31050","E01026349","E02005491"
"31051","E01026288","E02005490"
"31052","E01026289","E02005490"
"31053","E01026351","E02005491"
"31054","E01026287","E02005490"
"31055","E01026347","E02005490"
"31056","E01026346","E02005490"
"31057","E01026348","E02005490"
"31058","E01026350","E02005491"
"31059","E01026357","E02005491"
"31060","E01026356","E02005491"
"31061","E01026358","E02005491"
"31062","E01026359","E02005491"
"31063","E01015590","E02003240"
"31064","E01013805","E02002866"
"31065","E01013791","E02002866"
"31066","E01013804","E02002866"
"31067","S01012006","S02002251"
"31068","S01011933","S02002237"
"31069","S01011872","S02002227"
"31070","S01011873","S02002227"
"31071","S01011898","S02002231"
"31072","S01011895","S02002231"
"31073","S01011897","S02002231"
"31074","S01011901","S02002232"
"31075","S01011902","S02002232"
"31076","S01011900","S02002232"
"31077","S01011905","S02002233"
"31078","S01011904","S02002233"
"31079","S01011903","S02002232"
"31080","S01011899","S02002232"
"31081","S01011891","S02002230"
"31082","S01011894","S02002231"
"31083","S01011893","S02002231"
"31084","S01011906","S02002233"
"31085","S01011907","S02002233"
"31086","S01011914","S02002234"
"31087","S01011910","S02002234"
"31088","S01011913","S02002234"
"31089","S01011923","S02002235"
"31090","S01011916","S02002234"
"31091","S01011909","S02002233"
"31092","S01011921","S02002235"
"31093","S01011919","S02002235"
"31094","S01011915","S02002234"
"31095","S01011912","S02002234"
"31096","S01011911","S02002234"
"31097","S01011917","S02002234"
"31098","S01011920","S02002235"
"31099","S01011922","S02002235"
"31100","S01011924","S02002235"
"31101","S01011918","S02002235"
"31102","S01011908","S02002233"
"31103","S01011929","S02002236"
"31104","S01011925","S02002235"
"31105","S01011928","S02002236"
"31106","S01011930","S02002236"
"31107","S01011875","S02002227"
"31108","S01011926","S02002236"
"31109","S01011927","S02002236"
"31110","S01012004","S02002251"
"31111","S01012005","S02002251"
"31112","S01012002","S02002251"
"31113","S01011874","S02002227"
"31114","S01012003","S02002251"
"31115","S01012018","S02002253"
"31116","S01012001","S02002250"
"31117","S01012000","S02002250"
"31118","S01011995","S02002250"
"31119","S01011998","S02002250"
"31120","S01011999","S02002250"
"31121","S01012008","S02002251"
"31122","S01011996","S02002250"
"31123","S01011997","S02002250"
"31124","S01011959","S02002242"
"31125","S01011936","S02002238"
"31126","S01011935","S02002238"
"31127","S01011931","S02002237"
"31128","S01011932","S02002237"
"31129","S01011934","S02002237"
"31130","S01011942","S02002239"
"31131","S01011940","S02002239"
"31132","S01011941","S02002239"
"31133","S01011943","S02002239"
"31134","S01011937","S02002238"
"31135","S01011993","S02002249"
"31136","S01011992","S02002249"
"31137","S01011990","S02002249"
"31138","S01011991","S02002249"
"31139","S01011988","S02002249"
"31140","S01011994","S02002249"
"31141","S01011980","S02002247"
"31142","S01011979","S02002247"
"31143","S01011989","S02002249"
"31144","S01011982","S02002247"
"31145","S01011984","S02002248"
"31146","S01011985","S02002248"
"31147","S01011986","S02002248"
"31148","S01011987","S02002248"
"31149","S01011981","S02002247"
"31150","S01011976","S02002246"
"31151","S01011978","S02002246"
"31152","S01011977","S02002246"
"31153","S01011975","S02002246"
"31154","S01011973","S02002245"
"31155","S01011974","S02002245"
"31156","S01007266","S02001367"
"31157","S01011970","S02002245"
"31158","S01011969","S02002245"
"31159","S01011972","S02002245"
"31160","S01011971","S02002245"
"31161","S01011961","S02002243"
"31162","S01011960","S02002243"
"31163","S01012015","S02002253"
"31164","S01012014","S02002253"
"31165","S01012013","S02002253"
"31166","S01012016","S02002253"
"31167","S01012012","S02002252"
"31168","S01012010","S02002252"
"31169","S01012011","S02002252"
"31170","S01011983","S02002247"
"31171","S01010532","S02001982"
"31172","S01011888","S02002230"
"31173","S01011887","S02002230"
"31174","S01011878","S02002228"
"31175","S01011890","S02002230"
"31176","S01011889","S02002230"
"31177","S01011892","S02002231"
"31178","S01011876","S02002228"
"31179","S01011896","S02002231"
"31180","S01011877","S02002228"
"31181","S01011958","S02002242"
"31182","S01011951","S02002241"
"31183","S01011952","S02002241"
"31184","S01011955","S02002241"
"31185","S01011953","S02002241"
"31186","S01011954","S02002241"
"31187","S01011950","S02002241"
"31188","S01011949","S02002241"
"31189","S01011946","S02002240"
"31190","S01011945","S02002240"
"31191","S01011944","S02002240"
"31192","S01011962","S02002243"
"31193","S01011948","S02002240"
"31194","S01011957","S02002242"
"31195","S01011947","S02002240"
"31196","S01011956","S02002242"
"31197","S01011964","S02002243"
"31198","S01011963","S02002243"
"31199","S01011938","S02002239"
"31200","S01011939","S02002239"
"31201","S01011881","S02002229"
"31202","S01011883","S02002229"
"31203","S01011882","S02002229"
"31204","S01011879","S02002228"
"31205","S01011886","S02002229"
"31206","S01010531","S02001982"
"31207","S01010528","S02001981"
"31208","S01010535","S02001982"
"31209","S01010534","S02001982"
"31210","S01010533","S02001982"
"31211","S01010538","S02001983"
"31212","S01010536","S02001983"
"31213","S01010539","S02001983"
"31214","S01010537","S02001983"
"31215","S01010546","S02001984"
"31216","S01010541","S02001983"
"31217","S01010540","S02001983"
"31218","S01010542","S02001984"
"31219","S01010543","S02001984"
"31220","S01010545","S02001984"
"31221","S01010544","S02001984"
"31222","S01011852","S02002223"
"31223","S01011854","S02002223"
"31224","S01011855","S02002223"
"31225","S01011850","S02002222"
"31226","S01011853","S02002223"
"31227","S01011871","S02002227"
"31228","S01011856","S02002223"
"31229","S01010529","S02001981"
"31230","S01010522","S02001980"
"31231","S01010517","S02001980"
"31232","S01010521","S02001980"
"31233","S01010516","S02001980"
"31234","S01010520","S02001980"
"31235","S01010523","S02001980"
"31236","S01010518","S02001980"
"31237","S01010519","S02001980"
"31238","S01010509","S02001978"
"31239","S01010530","S02001981"
"31240","S01010512","S02001979"
"31241","S01010510","S02001979"
"31242","S01010511","S02001979"
"31243","S01010514","S02001979"
"31244","S01010515","S02001979"
"31245","S01010513","S02001979"
"31246","S01010504","S02001978"
"31247","S01010505","S02001978"
"31248","S01011849","S02002222"
"31249","S01010507","S02001978"
"31250","S01011851","S02002222"
"31251","S01011869","S02002226"
"31252","S01011859","S02002224"
"31253","S01011861","S02002224"
"31254","S01011858","S02002224"
"31255","S01011868","S02002226"
"31256","S01011863","S02002225"
"31257","S01011867","S02002226"
"31258","S01011870","S02002226"
"31259","S01011864","S02002225"
"31260","S01011857","S02002224"
"31261","S01011866","S02002226"
"31262","S01011860","S02002224"
"31263","S01011862","S02002225"
"31264","S01011865","S02002225"
"31265","S01012007","S02002251"
"31266","S01012009","S02002252"
"31267","E01015169","E02003145"
"31268","E01032658","E02003148"
"31269","E01015152","E02003148"
"31270","E01015156","E02003148"
"31271","E01015155","E02006990"
"31272","E01015136","E02003152"
"31273","E01034157","E02003152"
"31274","E01034160","E02006990"
"31275","E01015151","E02006989"
"31276","E01015054","E02003148"
"31277","E01015168","E02003141"
"31278","E01015181","E02003149"
"31279","E01015031","E02003144"
"31280","E01015032","E02003144"
"31281","E01034161","E02006990"
"31282","E01015047","E02003147"
"31283","E01015182","E02003149"
"31284","E01034159","E02006990"
"31285","E01034162","E02006990"
"31286","E01015153","E02006989"
"31287","E01015172","E02006989"
"31288","E01015046","E02003147"
"31289","E01015045","E02003147"
"31290","E01015048","E02003147"
"31291","E01015171","E02003141"
"31292","E01015173","E02003145"
"31293","E01018780","E02003903"
"31294","E01018781","E02003903"
"31295","E01033294","E02003903"
"31296","E01018797","E02003902"
"31297","E01018798","E02003902"
"31298","E01018799","E02003902"
"31299","E01018800","E02003902"
"31300","E01018757","E02003898"
"31301","E01018785","E02003898"
"31302","E01018786","E02003899"
"31303","E01018794","E02003899"
"31304","E01018790","E02003899"
"31305","E01018789","E02003900"
"31306","E01018795","E02003897"
"31307","E01018791","E02003900"
"31308","E01018788","E02003899"
"31309","E01018793","E02003900"
"31310","E01018787","E02003897"
"31311","E01018796","E02003897"
"31312","E01018763","E02003898"
"31313","E01018764","E02003897"
"31314","E01018765","E02003898"
"31315","E01018792","E02003900"
"31316","E01018756","E02003892"
"31317","E01034858","E02003904"
"31318","E01018759","E02003901"
"31319","E01018774","E02003901"
"31320","E01018760","E02003901"
"31321","E01018773","E02003904"
"31322","E01018761","E02003901"
"31323","E01018762","E02003904"
"31324","E01018766","E02003901"
"31325","E01018771","E02003896"
"31326","E01018767","E02003896"
"31327","E01018768","E02003895"
"31328","E01034849","E02003895"
"31329","E01034850","E02003895"
"31330","E01018778","E02003895"
"31331","E01018779","E02003894"
"31332","E01018770","E02003896"
"31333","E01018772","E02003896"
"31334","E01034852","E02003895"
"31335","E01034851","E02003895"
"31336","E01018777","E02003893"
"31337","E01018783","E02003893"
"31338","E01018782","E02003893"
"31339","E01018784","E02003893"
"31340","E01018965","E02003936"
"31341","E01018950","E02003935"
"31342","E01018948","E02003935"
"31343","E01018946","E02003935"
"31344","E01018952","E02003936"
"31345","E01018925","E02003936"
"31346","E01034848","E02003935"
"31347","E01018949","E02003935"
"31348","E01018953","E02003934"
"31349","E01034847","E02003935"
"31350","E01018966","E02003936"
"31351","E01018752","E02003894"
"31352","E01018751","E02003894"
"31353","E01018750","E02003894"
"31354","E01020335","E02004233"
"31355","E01018753","E02003892"
"31356","E01018967","E02003936"
"31357","E01018755","E02003892"
"31358","E01018754","E02003892"
"31359","E01020331","E02004232"
"31360","E01020332","E02004233"
"31361","E01020333","E02004233"
"31362","E01020337","E02004233"
"31363","E01020334","E02004233"
"31364","E01020338","E02004233"
"31365","E01020336","E02004233"
"31366","E01020341","E02004234"
"31367","E01015044","E02003141"
"31368","E01015043","E02003147"
"31369","E01015170","E02003145"
"31370","E01015167","E02003141"
"31371","E01015042","E02003141"
"31372","E01015041","E02003135"
"31373","E01015040","E02003135"
"31374","E01015039","E02003135"
"31375","E01015075","E02003135"
"31376","E01015080","E02003134"
"31377","E01015072","E02003134"
"31378","E01015078","E02003134"
"31379","E01015073","E02003134"
"31380","E01015079","E02003132"
"31381","E01015074","E02003132"
"31382","E01015104","E02003132"
"31383","E01015077","E02003132"
"31384","E01015174","E02003145"
"31385","E01015106","E02003134"
"31386","E01015099","E02003138"
"31387","E01015102","E02003132"
"31388","E01015103","E02003138"
"31389","E01020315","E02004235"
"31390","E01020316","E02004235"
"31391","E01020317","E02004234"
"31392","E01020157","E02004190"
"31393","E01020259","E02004203"
"31394","E01020313","E02004235"
"31395","E01020312","E02004235"
"31396","E01020342","E02004234"
"31397","E01020164","E02004193"
"31398","E01020161","E02004193"
"31399","E01020163","E02004193"
"31400","E01020162","E02004193"
"31401","E01020160","E02004190"
"31402","E01020158","E02004196"
"31403","E01020148","E02004190"
"31404","E01020159","E02004196"
"31405","E01020147","E02004196"
"31406","E01020143","E02004194"
"31407","E01020166","E02004193"
"31408","E01020165","E02004193"
"31409","E01020149","E02004189"
"31410","E01020167","E02004193"
"31411","E01020190","E02004196"
"31412","E01019035","E02003957"
"31413","E01019037","E02003957"
"31414","E01019036","E02003957"
"31415","E01019027","E02003960"
"31416","E01019025","E02003960"
"31417","E01019026","E02003960"
"31418","E01019057","E02003959"
"31419","E01019013","E02003961"
"31420","E01019058","E02003959"
"31421","E01019059","E02003959"
"31422","E01019056","E02003959"
"31423","E01019024","E02003960"
"31424","E01019045","E02003962"
"31425","E01034857","E02003961"
"31426","E01019015","E02003961"
"31427","E01019044","E02003963"
"31428","E01019014","E02003961"
"31429","E01019042","E02003963"
"31430","E01019016","E02003961"
"31431","E01034856","E02003961"
"31432","E01019043","E02003963"
"31433","E01019075","E02003957"
"31434","E01019033","E02003963"
"31435","E01019047","E02003962"
"31436","E01019041","E02003963"
"31437","E01019046","E02003963"
"31438","E01019067","E02003964"
"31439","E01034864","E02003910"
"31440","E01019034","E02003962"
"31441","E01019032","E02003962"
"31442","E01019073","E02003958"
"31443","E01018924","E02003937"
"31444","E01019040","E02003964"
"31445","E01019066","E02003964"
"31446","E01019039","E02003964"
"31447","E01019038","E02003964"
"31448","E01019068","E02003964"
"31449","E01019071","E02003958"
"31450","E01019072","E02003958"
"31451","E01019070","E02003958"
"31452","E01019069","E02003958"
"31453","E01019054","E02003956"
"31454","E01018847","E02003905"
"31455","E01019063","E02003953"
"31456","E01019055","E02003956"
"31457","E01019052","E02003956"
"31458","E01019053","E02003956"
"31459","E01019076","E02003957"
"31460","E01019074","E02003957"
"31461","E01018945","E02003940"
"31462","E01018973","E02003939"
"31463","E01018970","E02003939"
"31464","E01033289","E02003937"
"31465","E01018972","E02003939"
"31466","E01018971","E02003939"
"31467","E01018962","E02003937"
"31468","E01018956","E02003938"
"31469","E01018954","E02003938"
"31470","E01018957","E02003938"
"31471","E01018958","E02003938"
"31472","E01018955","E02003938"
"31473","E01018935","E02003941"
"31474","E01015100","E02003138"
"31475","E01015098","E02003138"
"31476","E01015034","E02003137"
"31477","E01015105","E02003138"
"31478","E01015038","E02003137"
"31479","E01015061","E02003146"
"31480","E01015101","E02003137"
"31481","E01015037","E02003133"
"31482","E01015036","E02003137"
"31483","E01015035","E02003133"
"31484","E01015033","E02003137"
"31485","E01015060","E02003142"
"31486","E01015059","E02003142"
"31487","E01015056","E02003142"
"31488","E01015063","E02003131"
"31489","E01015057","E02003142"
"31490","E01015055","E02003142"
"31491","E01015058","E02003133"
"31492","E01018923","E02003940"
"31493","E01018940","E02003933"
"31494","E01033291","E02003934"
"31495","E01018926","E02003940"
"31496","E01018934","E02003941"
"31497","E01018944","E02003940"
"31498","E01018931","E02003942"
"31499","E01018929","E02003942"
"31500","E01018933","E02003941"
"31501","E01018930","E02003942"
"31502","E01018927","E02003942"
"31503","E01018928","E02003942"
"31504","E01018932","E02003941"
"31505","E01033292","E02003934"
"31506","E01018941","E02003933"
"31507","E01018942","E02003933"
"31508","E01032657","E02003148"
"31509","E01015180","E02003149"
"31510","E01015051","E02003144"
"31511","E01015050","E02003144"
"31512","E01015049","E02003144"
"31513","E01015178","E02003146"
"31514","E01015062","E02003146"
"31515","E01015052","E02003149"
"31516","E01015175","E02003146"
"31517","E01015053","E02003148"
"31518","E01015176","E02003142"
"31519","E01015177","E02003146"
"31520","E01015179","E02003149"
"31521","E01015076","E02003130"
"31522","E01015150","E02003130"
"31523","E01015146","E02003130"
"31524","E01015145","E02003135"
"31525","E01015142","E02003130"
"31526","E01015144","E02003130"
"31527","E01015143","E02003130"
"31528","E01015149","E02003130"
"31529","E01015147","E02003127"
"31530","E01015083","E02003125"
"31531","E01015085","E02003127"
"31532","E01015148","E02003127"
"31533","E01015082","E02003125"
"31534","E01015084","E02003125"
"31535","E01015087","E02003127"
"31536","E01015088","E02003127"
"31537","E01015071","E02003129"
"31538","E01015029","E02003129"
"31539","E01015070","E02003128"
"31540","E01015023","E02003124"
"31541","E01015086","E02003128"
"31542","E01015064","E02003129"
"31543","E01015081","E02003128"
"31544","E01015089","E02003128"
"31545","E01015024","E02003125"
"31546","E01015030","E02003128"
"31547","E01015027","E02003123"
"31548","E01015026","E02003124"
"31549","E01015028","E02003124"
"31550","E01015165","E02003124"
"31551","E01020145","E02004189"
"31552","E01015163","E02003124"
"31553","E01015092","E02003126"
"31554","E01015162","E02003123"
"31555","E01015068","E02003131"
"31556","E01015025","E02003122"
"31557","E01015067","E02003133"
"31558","E01015065","E02003129"
"31559","E01015066","E02003133"
"31560","E01015069","E02003131"
"31561","E01015160","E02003122"
"31562","E01015159","E02003123"
"31563","E01015166","E02003123"
"31564","E01015161","E02003123"
"31565","E01015164","E02003122"
"31566","E01020146","E02004189"
"31567","E01015097","E02003122"
"31568","E01015090","E02003126"
"31569","E01020144","E02004189"
"31570","E01015091","E02003126"
"31571","E01015094","E02003126"
"31572","E01015096","E02003131"
"31573","E01015095","E02003131"
"31574","E01015093","E02003126"
"31575","E01015112","E02003140"
"31576","E01015113","E02003140"
"31577","E01015114","E02003140"
"31578","E01015131","E02003151"
"31579","E01015107","E02003139"
"31580","E01015109","E02003143"
"31581","E01015124","E02003136"
"31582","E01015115","E02003143"
"31583","E01015117","E02003143"
"31584","E01015116","E02003143"
"31585","E01015123","E02003136"
"31586","E01015108","E02003143"
"31587","E01015119","E02003139"
"31588","E01015110","E02003139"
"31589","E01015111","E02003139"
"31590","E01020187","E02004197"
"31591","E01015121","E02003136"
"31592","E01015125","E02003136"
"31593","E01015120","E02003136"
"31594","E01015118","E02003140"
"31595","E01015122","E02003140"
"31596","E01020171","E02004197"
"31597","E01020186","E02004197"
"31598","E01020185","E02004197"
"31599","E01015134","E02003153"
"31600","E01034158","E02003152"
"31601","E01015132","E02003151"
"31602","E01015137","E02003152"
"31603","E01015126","E02003151"
"31604","E01015127","E02003151"
"31605","E01015128","E02003153"
"31606","E01015133","E02003151"
"31607","E01015140","E02003153"
"31608","E01015129","E02003153"
"31609","E01015141","E02003152"
"31610","E01015130","E02003153"
"31611","E01015139","E02003152"
"31612","E01015138","E02003152"
"31613","E01017032","E02006975"
"31614","E01017040","E02006976"
"31615","E01017031","E02006976"
"31616","E01017034","E02006975"
"31617","E01017038","E02003536"
"31618","E01023016","E02004792"
"31619","E01017035","E02003541"
"31620","E01017039","E02006976"
"31621","E01033384","E02003547"
"31622","E01017131","E02003547"
"31623","E01017130","E02003541"
"31624","E01033380","E02003547"
"31625","E01017132","E02003541"
"31626","E01033383","E02006975"
"31627","E01033381","E02006975"
"31628","E01017037","E02003536"
"31629","E01017103","E02003536"
"31630","E01017036","E02003536"
"31631","E01017080","E02003538"
"31632","E01017081","E02003538"
"31633","E01017076","E02003538"
"31634","E01017079","E02003538"
"31635","E01017077","E02003538"
"31636","E01017078","E02003538"
"31637","E01017075","E02003535"
"31638","E01022929","E02004774"
"31639","E01022927","E02004774"
"31640","E01022924","E02004774"
"31641","E01022928","E02004774"
"31642","E01022926","E02004774"
"31643","E01022958","E02004775"
"31644","E01022925","E02004774"
"31645","E01031534","E02006569"
"31646","E01031532","E02006569"
"31647","E01031531","E02006567"
"31648","E01031543","E02006567"
"31649","E01031533","E02006567"
"31650","E01031535","E02006569"
"31651","E01031507","E02006567"
"31652","E01022942","E02004777"
"31653","E01022945","E02004777"
"31654","E01022943","E02004776"
"31655","E01022937","E02004776"
"31656","E01022946","E02004776"
"31657","E01022944","E02004776"
"31658","E01022938","E02004778"
"31659","E01022936","E02004778"
"31660","E01022940","E02004777"
"31661","E01022941","E02004778"
"31662","E01022939","E02004778"
"31663","E01032879","E02004748"
"31664","E01032878","E02004748"
"31665","E01034065","E02004748"
"31666","E01022810","E02004748"
"31667","E01034064","E02004748"
"31668","E01022817","E02004745"
"31669","E01022845","E02004750"
"31670","E01022833","E02004748"
"31671","E01022812","E02004750"
"31672","E01022843","E02004748"
"31673","E01022798","E02004750"
"31674","E01022799","E02004750"
"31675","E01022794","E02004749"
"31676","E01022797","E02004750"
"31677","E01022796","E02004749"
"31678","E01022838","E02004749"
"31679","E01022837","E02004749"
"31680","E01022795","E02004749"
"31681","E01022806","E02004747"
"31682","E01022807","E02004745"
"31683","E01032884","E02004747"
"31684","E01022831","E02004750"
"31685","E01022813","E02004743"
"31686","E01022815","E02004743"
"31687","E01022818","E02004745"
"31688","E01022832","E02004747"
"31689","E01022839","E02004747"
"31690","E01022814","E02004743"
"31691","E01034062","E02004745"
"31692","E01034063","E02004745"
"31693","E01022825","E02004743"
"31694","E01022823","E02004743"
"31695","E01022816","E02004745"
"31696","E01022802","E02004741"
"31697","E01022840","E02004742"
"31698","E01022804","E02004742"
"31699","E01022835","E02004742"
"31700","E01022803","E02004741"
"31701","E01022805","E02004742"
"31702","E01022841","E02004744"
"31703","E01022834","E02004742"
"31704","E01022836","E02004741"
"31705","E01022801","E02004741"
"31706","E01022778","E02004739"
"31707","E01022800","E02004741"
"31708","E01034060","E02004744"
"31709","E01034061","E02004744"
"31710","E01032880","E02004746"
"31711","E01022820","E02004744"
"31712","E01032881","E02004746"
"31713","E01022826","E02004746"
"31714","E01032883","E02004746"
"31715","E01022829","E02004746"
"31716","E01022830","E02004746"
"31717","E01022828","E02004746"
"31718","E01022744","E02004740"
"31719","E01022842","E02004744"
"31720","E01022819","E02004744"
"31721","E01022727","E02004730"
"31722","E01022735","E02004737"
"31723","E01022737","E02004734"
"31724","E01022738","E02004737"
"31725","E01022743","E02004730"
"31726","E01032877","E02004739"
"31727","E01022736","E02004737"
"31728","E01022739","E02004737"
"31729","E01022741","E02004735"
"31730","E01022740","E02004735"
"31731","E01022777","E02004739"
"31732","E01022746","E02004740"
"31733","E01022748","E02004740"
"31734","E01022776","E02004739"
"31735","E01022747","E02004740"
"31736","E01022784","E02004735"
"31737","E01022783","E02004735"
"31738","E01022781","E02004733"
"31739","E01022745","E02004740"
"31740","E01022782","E02004733"
"31741","E01022789","E02004733"
"31742","E01022786","E02004733"
"31743","E01022780","E02004728"
"31744","E01022788","E02004728"
"31745","E01022790","E02004731"
"31746","E01022785","E02004733"
"31747","E01022792","E02004732"
"31748","E01022787","E02004728"
"31749","E01022722","E02004734"
"31750","E01022742","E02004735"
"31751","E01032859","E02004841"
"31752","E01022754","E02004728"
"31753","E01022730","E02004729"
"31754","E01022733","E02004729"
"31755","E01022731","E02004729"
"31756","E01022729","E02004730"
"31757","E01034731","E02004841"
"31758","E01034732","E02004841"
"31759","E01022734","E02004729"
"31760","E01022732","E02004729"
"31761","E01022772","E02004727"
"31762","E01022771","E02004727"
"31763","E01022774","E02004727"
"31764","E01032860","E02004841"
"31765","E01023245","E02004841"
"31766","E01022723","E02004734"
"31767","E01022728","E02004737"
"31768","E01022721","E02004734"
"31769","E01022724","E02004734"
"31770","E01022726","E02004730"
"31771","E01022720","E02004730"
"31772","E01022725","E02004730"
"31773","E01022766","E02004734"
"31774","E01022769","E02004734"
"31775","E01022770","E02004736"
"31776","E01022765","E02004736"
"31777","E01022764","E02004738"
"31778","E01022767","E02004738"
"31779","E01022768","E02004736"
"31780","E01022763","E02004736"
"31781","E01022759","E02004736"
"31782","E01022760","E02004738"
"31783","E01022762","E02004738"
"31784","E01022761","E02004738"
"31785","E01023285","E02004841"
"31786","E01023271","E02004841"
"31787","E01023273","E02004840"
"31788","E01023275","E02004839"
"31789","E01023277","E02004839"
"31790","E01034733","E02004842"
"31791","E01017116","E02003527"
"31792","E01035322","E02006566"
"31793","E01035323","E02006566"
"31794","E01031538","E02006572"
"31795","E01031483","E02006568"
"31796","E01031539","E02006572"
"31797","E01031396","E02006544"
"31798","E01031490","E02006570"
"31799","E01031506","E02006567"
"31800","E01031474","E02006571"
"31801","E01031505","E02006571"
"31802","E01031476","E02006569"
"31803","E01031475","E02006569"
"31804","E01031492","E02006572"
"31805","E01031486","E02006568"
"31806","E01031495","E02006568"
"31807","E01031484","E02006570"
"31808","E01031493","E02006571"
"31809","E01031491","E02006570"
"31810","E01031489","E02006572"
"31811","E01031482","E02006568"
"31812","E01031480","E02006570"
"31813","E01031496","E02006571"
"31814","E01031481","E02006570"
"31815","E01031530","E02006572"
"31816","E01031494","E02006568"
"31817","E01035325","E02006568"
"31818","E01031487","E02006566"
"31819","E01035324","E02006568"
"31820","E01031485","E02006566"
"31821","E01035326","E02006572"
"31822","E01017110","E02003534"
"31823","E01017111","E02003534"
"31824","E01017044","E02003534"
"31825","E01017043","E02003534"
"31826","E01017042","E02003535"
"31827","E01017086","E02003530"
"31828","E01017088","E02003532"
"31829","E01017102","E02003536"
"31830","E01017041","E02003534"
"31831","E01017047","E02003531"
"31832","E01017049","E02003534"
"31833","E01017087","E02003532"
"31834","E01017048","E02003531"
"31835","E01017107","E02003532"
"31836","E01017092","E02003530"
"31837","E01017085","E02003531"
"31838","E01017091","E02003530"
"31839","E01017083","E02003535"
"31840","E01017082","E02003535"
"31841","E01017045","E02003535"
"31842","E01017104","E02003533"
"31843","E01017108","E02003533"
"31844","E01017105","E02003532"
"31845","E01017109","E02003533"
"31846","E01017106","E02003533"
"31847","E01017084","E02003532"
