"","Local Authority Code","Petrol2024Q4","Diesel2024Q4","Hybrid2024Q4","BEV2024Q4","PHEV2024Q4","TotalCars","Petrol","Diesel","Hybrid","BEV","PHEV","Local Authority","link_length_km","link_length_miles","cars_and_taxis","all_motor_vehicles","PetrolMile","DieselMile","HybridMile","BEVMile","PHEVMile","PetrolCO2e","DieselCO2e","HybridCO2e","BEVCO2e","PHEVCO2e","BaseCO2e","pCarBaseCO2e","pCarAnnMile","pBEVAnnCO2e","pHyVAnnCO2e","reduceCO2pBEVcc","reduceCO2pHyVc"
"381","S12000035",23000,16100,2600,790,466,42956,0.535431604432443,0.37480212310271,0.0605270509358413,0.0183909116305056,0.0108483098985008,"Argyll & Bute",2701.03,1678.34,430200000,603200000,230342676.226837,161239873.358786,26038737.3125989,7911770.18344352,4666942.91833504,60978616.6775305,44073306.9838905,5282739.02598007,604063.653505913,811674.71235683,111750401.053264,2601.508544866,10014.8989663842,764.637536083434,2031.82270230003,1836.87100878256,569.68584256597
"382","S12000036",115900,41900,13800,5673,3025,180298,0.642824656956816,0.232393038192326,0.0765399505263508,0.031464575314202,0.0167777790103052,"City of Edinburgh",1597.24,992.48,1476700000,1915200000,949259170.92813,343174799.498608,113026544.942262,46463738.3664822,24775746.2645176,251297380.319804,93803399.6949495,22930825.4378862,3547506.42428091,4308997.79032491,375888109.667245,2084.81574763583,8190.32934364219,625.331645387081,1661.65401723813,1459.48410224875,423.161730397705
"383","S12000005",16000,8400,1500,556,226,26682,0.599655198261,0.314818979087025,0.0562176748369687,0.0208380181395697,0.00847012967543662,"Clackmannanshire",315.65,196.14,167600000,215400000,100502211.228544,52763660.8949854,9422082.30267596,3492451.84019189,1419593.73360318,26605950.3785323,14422419.0690353,1911552.0575669,266648.697998651,246895.742148265,43453465.9452815,1628.56854603409,6281.38820178397,479.583989206206,1274.36803837793,1148.98455682788,354.200507656152
"384","S12000006",39100,32700,4200,1139,698,77837,0.502331795932526,0.420108688669913,0.0539589141410897,0.0146331436206431,0.00896745763582872,"Dumfries & Galloway",4659.91,2895.53,907200000,1.417e+09,455715405.269987,381122602.361345,48951526.9087966,13275187.8926475,8135277.56722381,120641539.237124,104176052.12945,9931285.77925665,1013560.59560363,1414887.47449157,237177325.215926,3047.10260179511,11655.1254544754,889.868828449195,2364.59185220396,2157.23377334591,682.510749591141
"385","S12000042",37200,15800,3400,1548,525,58473,0.636191062541686,0.270210182477383,0.0581464949634874,0.0264737571186702,0.00897850289877379,"Dundee City",621.4,386.12,4.35e+08,539600000,276743112.205633,117541429.377661,25293725.309117,11516084.3466215,3905648.7609666,73262204.0941973,32128774.30609,5131590.99071366,879253.039864553,679270.432507311,112081092.863373,1916.80079461243,7439.33097326971,567.992919809143,1509.29146785696,1348.80787480329,407.509326755474
"386","S12000008",33500,20700,3200,1278,466,59144,0.566414175571487,0.349993236845665,0.0541052346814554,0.0216082781009063,0.00787907480048695,"East Ayrshire",1342.38,834.12,5.24e+08,725400000,296801027.999459,183396456.107128,28351142.9730826,11322737.7248749,4128635.19545516,78572136.1422968,50129587.3123225,5751879.88637901,864491.025294197,718052.233193561,136036146.599486,2300.0836365394,8859.73217908833,676.440551873394,1797.46246449344,1623.643084666,502.621172045956
"387","S12000045",34400,14300,3700,1734,829,54963,0.625875589032622,0.260175026836235,0.0673180139366483,0.0315484962611211,0.0150828739333734,"East Dunbartonshire",558.66,347.14,2.84e+08,356500000,177748667.285265,73889707.6214908,19118315.9580081,8959772.9381584,4283536.19707803,47055404.6904281,20197012.6812583,3878723.94156069,684078.663828394,744992.615395812,72560212.5924713,1320.16470339085,5167.11242108327,394.509033349708,1048.30376798937,925.655670041142,271.860935401476
"388","S12000010",33000,16500,3600,1708,700,55508,0.594508899618073,0.297254449809037,0.0648555163219716,0.0307703394105354,0.0126107948403834,"East Lothian",1138.61,707.5,490700000,653200000,291725517.042588,145862758.521294,31824601.8591915,15099005.5487497,6188117.02817612,77228496.1266845,39870126.4142106,6456575.22519276,1152809.07364704,1076237.31354039,125784244.153275,2266.05613881378,8840.16718310874,674.946764430352,1793.4931181091,1591.10937438343,472.563020704677
"389","S12000011",29600,13100,3700,1700,773,48873,0.605651382153745,0.268041658993718,0.0757064227692182,0.0347840320831543,0.0158165040001637,"East Renfrewshire",535.92,333.01,387600000,502500000,234750475.722792,103892947.025965,29343809.465349,13482290.8354306,6130476.95046345,62145493.4380947,28398098.1400773,5953272.06433,1029372.90528513,1066212.5512246,98592449.0990117,2017.31936036281,7930.75931495918,605.513473697133,1608.99244981892,1411.80588666568,408.326910543894
"390","S12000014",49300,25000,5700,1947,869,82816,0.595295595054096,0.301874034003091,0.0688272797527048,0.0235099497681607,0.0104931414219475,"Falkirk",979.08,608.37,757200000,1.01e+09,450757824.574961,228579018.547141,52116016.2287481,17801733.9644513,7945406.68469861,119329118.89973,62479788.9296754,10573297.3724884,1359162.38818586,1381865.13060278,195123232.720682,2356.10549556465,9143.16074188563,698.080322642968,1854.96445131376,1658.02517292168,501.141044250894
"391","S12000047",108400,61400,10200,4193,1827,186020,0.582733039458123,0.330072035265025,0.0548328136759488,0.0225405870336523,0.00982152456725083,"Fife",2819.76,1752.12,1456200000,1918100000,848575852.058918,480650897.75293,79847543.2749167,32823602.8384045,14302104.0748307,224643485.315558,131381116.391786,16199469.5796151,2506082.07671218,2487421.94069455,377217575.304365,2027.83343352524,7828.19051714869,597.682345984303,1588.18329211913,1430.15108754094,439.650141406113
"392","S12000049",134000,60700,12900,5475,2266,215341,0.622268866588341,0.281878508969495,0.0599049879029075,0.0254247913773968,0.0105228451618596,"Glasgow City",1935.54,1202.69,1757200000,2263600000,1093450852.36903,495316915.961196,105265044.742989,44676443.4083616,18490743.5184196,289469244.147654,135389925.808833,21356172.2774576,3411046.45422841,3215910.11272354,452842298.800897,2102.90794043353,8160.08098782861,623.022183420714,1655.51723081067,1479.88575701282,447.390709622864
"393","S12000017",60800,50800,6600,2146,1313,121659,0.499757518966949,0.417560558610543,0.054249993835228,0.0176394676924847,0.0107924608947961,"Highland",8022.41,4984.89,1383500000,1967700000,691414527.490773,577695032.837686,75054866.4710379,24404203.5525526,14931369.6479504,183038167.862632,157907160.275853,15227131.3096442,1863260.94123739,2596863.80917154,360632584.198539,2964.29022265955,11371.9494653088,868.248341676325,2307.14110752184,2096.04188098323,657.149115137709
"394","S12000018",21600,10600,1900,624,322,35046,0.61633281972265,0.302459624493523,0.054214460994122,0.0178051703475432,0.00918792444216173,"Inverclyde",423.99,263.46,266100000,328700000,164006163.328197,80484506.0777264,14426468.0705359,4737955.82948125,2444906.69405924,43417351.6178737,21999634.8912857,2926841.84215032,361742.927580894,425218.172230782,69130789.4511214,1972.57288852141,7592.87793186098,579.716230097586,1540.44307481596,1392.85665842383,432.129813705455
"395","S12000019",28700,13300,3300,1345,571,47216,0.607844798373433,0.281684174855981,0.0698915621823111,0.0284861064046086,0.0120933581836666,"Midlothian",721.72,448.46,334800000,439400000,203506438.495425,94307861.7417824,23399695.0186378,9537148.42426296,4048856.31989156,53874259.4628939,25778110.9284988,4747330.12538123,728161.282192477,704177.09115554,85832038.890122,1817.8591767647,7090.81667231447,541.38385293121,1438.58488647916,1276.47532383349,379.274290285539
"396","S12000020",26200,18900,2700,864,589,49253,0.531947292550708,0.383732970580472,0.0548189957972103,0.0175420786551073,0.0119586624165025,"Moray",1782.81,1107.79,364700000,5.17e+08,194001177.593243,139947414.370698,19992487.7672426,6397596.08551763,4361324.18329848,51357931.7442592,38253226.2440867,4056075.91821818,488456.461129271,758521.501959271,94914211.8696526,1927.07473391778,7404.62509897874,565.343126307027,1502.25034008081,1361.73160761076,424.824393836977
"397","S12000013",7500,5100,600,145,104,13449,0.5576622797234,0.379210350211912,0.044612982377872,0.0107814707413191,0.00773291694549781,"Comhairle nan Eilean Siar",1274.76,792.1,98700000,140700000,55041267.0086995,37428061.5659157,4403301.36069596,1064131.16216819,763238.902520633,14571074.615213,10230586.3484274,893341.780057997,81246.4142315414,132742.509926389,25908991.6678563,1926.46231451084,7338.83560115994,560.320098148561,1488.90296676333,1366.14221636228,437.559347747516
"398","S12000021",37100,21100,3900,1282,557,63939,0.580240541766371,0.330002033187882,0.0609956364660067,0.0200503604998514,0.00871142807988864,"North Ayrshire",1166.57,724.87,390900000,505300000,226816027.776474,128997794.773143,23843194.294562,7837685.91939192,3405297.23642847,60045007.0332661,35260257.223291,4837307.25848074,598407.319945573,592249.29535964,101333228.130343,1584.8422422988,6113.63956270821,466.776380612772,1240.33519448224,1118.06586168603,344.507047816559
"399","S12000050",92800,50300,9700,3593,1433,157826,0.587989304677303,0.318705409755047,0.0614600889587267,0.0227655772813098,0.00907961932761395,"North Lanarkshire",1783.86,1108.44,1592900000,2146900000,936608163.420476,507665847.198814,97899775.7023558,36263288.0513984,14462925.6269563,247948279.102303,138765382.673324,19861906.4944939,2768702.04272427,2515392.02504023,411859662.337885,2609.58056554614,10092.7603816862,770.582255141738,2047.61922623649,1838.9983104044,561.961339309649
"400","S12000023",5500,4700,400,406,150,11156,0.493008246683399,0.421297956256723,0.0358551452133381,0.0363929723915382,0.0134456794550018,"Orkney Islands",1044.97,649.31,65700000,95800000,32390641.8070993,27679275.7260667,2355683.04051631,2391018.28612406,883381.140193618,8574774.6055934,7565853.22696307,477920.97525995,182554.246145572,153637.647902474,16954740.7018645,1519.78672479961,5889.20760129079,449.641000358552,1194.80243814987,1070.14572444106,324.984286649737
"401","S12000048",43200,29400,4800,2173,1120,80693,0.53536242301067,0.364343871215595,0.0594847136678522,0.0269292255833839,0.0138797665224989,"Perth & Kinross",2922.8,1816.14,1133400000,1612900000,606779770.240293,412947343.635755,67419974.4711437,30521584.2762074,15731327.3766002,160632808.575713,112875026.909397,13678164.4207056,2330322.95948843,2735992.45733831,292252315.322643,3621.78026994464,14045.8280148216,1072.39896893163,2849.61758764701,2549.38130101301,772.16268229763
"402","S12000038",66800,28400,12900,10781,6467,125348,0.53291636085139,0.226569231260172,0.10291348884705,0.0860085521907011,0.0515923668506877,"Renfrewshire",995.34,618.48,807100000,1027700000,430116794.843157,182864026.550085,83061476.8484539,69417502.4731148,41640199.28519,113864819.098829,49984053.0172001,16851512.4230143,5300026.31382232,7242063.45968025,193242474.312546,1541.64784689461,6438.87417429875,491.60804320771,1306.31879248173,1050.0398036869,235.329054412882
"403","S12000026",32100,23600,3900,1272,727,61599,0.52111235572006,0.38312310264777,0.0633127161155214,0.0206496858715239,0.0118021396451241,"Scottish Borders",3262.44,2027.19,5.61e+08,791900000,292344031.558954,214932060.585399,35518433.7408075,11584473.7739249,6621000.34091462,77392235.4746019,58749529.440413,7205979.83733502,884474.572639166,1151524.37929187,145383743.704281,2360.16402383612,9107.29070277115,695.341645156577,1847.68713777821,1664.82237867954,512.476886057905
"404","S12000027",6200,4100,1200,175,102,11777,0.526449859896408,0.348136197673431,0.101893521270273,0.0148594718519147,0.00866094930797317,"Shetland Islands",1033.62,642.26,102200000,146300000,53803175.6814129,35579519.4022247,10413517.8738219,1518638.02326569,885149.019274858,14243314.6981404,9725305.83340409,2112694.50624098,115948.013076335,153945.117432283,26351208.1682941,2237.51449166122,8677.93156151821,662.560074721916,1760.57875520082,1574.9544169393,476.935736460401
"405","S12000028",32600,18300,3800,1283,629,56612,0.57584964318519,0.323253020561012,0.0671235780399915,0.0226630396382392,0.011110718575567,"South Ayrshire",1329.51,826.12,485900000,661500000,279805341.623684,157068642.690596,32615346.5696319,11011970.9602204,5398698.15586801,74072868.0880379,42933142.7930474,6617001.51204692,840763.982812831,938941.583268565,125402717.959214,2215.12608562166,8582.98593937681,655.31097647142,1741.31618738077,1559.81510915024,473.809898240896
"406","S12000029",95100,49900,10100,4280,1901,161281,0.58965408200594,0.309397883197649,0.0626236196452155,0.0265375338694577,0.0117868812817381,"South Lanarkshire",2581.33,1603.96,1232400000,1797200000,726689690.66412,381301951.252782,77177348.8507636,32704856.7407196,14526152.491614,192376561.809513,104225075.355436,15657740.5348429,2497015.81215394,2526388.44134151,317282781.953287,1967.26695614044,7641.32166839243,583.414909381762,1550.27134008346,1383.85204675868,416.995616056985
"407","S12000030",29000,15900,4600,7181,6250,62931,0.460822170313518,0.252657672689136,0.0730959304635235,0.114109103621427,0.0993151229123961,"Stirling",1197.72,744.23,604700000,810900000,278659166.388584,152782094.67512,44201109.1512927,69001774.9598767,60055854.8251259,73769441.1180499,41761457.7584974,8967521.02461426,5268285.51818659,10444914.2711859,140211619.690534,2228.02147892985,9608.93677202015,733.642322543738,1949.46109230745,1494.37915638611,278.560386622397
"408","S12000039",23900,12300,2200,722,364,39486,0.605277819986831,0.31150281112293,0.0557159499569468,0.018284961758598,0.00921845717469483,"West Dunbartonshire",427.42,265.59,341200000,425900000,206520792.179507,106284759.155144,19010282.1253102,6238828.95203363,3145337.58800588,54672249.3136808,29051876.067467,3856806.03758294,476334.590487768,547037.113305982,88604303.1225244,2243.94223579305,8641.03732968647,659.743200121562,1753.09365344679,1584.19903567149,490.84858234626
"409","S12000040",54900,28200,5800,2610,1059,92569,0.59307111451998,0.304637621666001,0.0626559647398157,0.0281951841329171,0.011440114941287,"West Lothian",1221.65,759.1,886700000,1197400000,525876157.244866,270122179.131243,55557043.9347946,25000669.7706576,10143949.9184392,139215195.107433,73835196.4437339,11271413.0734911,1908801.13698971,1764235.76981495,227994841.531463,2462.97185376814,9578.80067841286,731.341431796822,1943.3470816364,1731.63042197132,519.62477213174
"422","E06000063",74900,58400,8900,2207,1305,145712,0.514027671022291,0.400790600636873,0.0610793894806193,0.0151463160206435,0.00895602283957395,"Cumberland",3736,2321.44,1163600000,1563500000,598122598.001537,466359942.901065,71071977.5996486,17624253.3216207,10421228.1761283,158340995.368947,127474826.792577,14419082.8154167,1345611.74110574,1812460.00439223,303392976.722439,2082.14132482183,7985.61546063468,609.701740419458,1620.12166465356,1472.43958440237,462.019660168269
"423","E06000064",64600,47900,5900,2080,1305,121785,0.53044299380055,0.393316089830439,0.0484460319415363,0.0170792790573552,0.0107156053701195,"Westmorland and Furness",4255.1,2644,1707600000,2375400000,905784456.21382,671626554.994457,82726444.1433674,29164576.9183397,18297967.730016,239788319.093484,183582402.542185,16783540.9878064,2226715.44771524,3182382.54760438,445563360.618795,3658.60623737567,14021.4312107402,1070.53627294002,2844.66796403498,2588.06996443565,813.938273340686
