"","Local Authority Code","Petrol2024Q4","Diesel2024Q4","Hybrid2024Q4","BEV2024Q4","PHEV2024Q4","TotalCars","Petrol","Diesel","Hybrid","BEV","PHEV","Local Authority","link_length_km","link_length_miles","cars_and_taxis","all_motor_vehicles","PetrolMile","DieselMile","HybridMile","BEVMile","PHEVMile","PetrolCO2e","DieselCO2e","HybridCO2e","BEVCO2e","PHEVCO2e","BaseCO2e","pCarBaseCO2e","pCarAnnMile","pBEVAnnCO2e","pHyVAnnCO2e","reduceCO2pBEVcc","reduceCO2pHyVc"
"93","E06000062",124700,84300,13300,5512,3364,231176,0.539415856317265,0.364657230854414,0.0575319237291068,0.0238433055334464,0.0145516835657681,"West Northamptonshire",2639.41,1640.05,2733700000,3784500000,1474601126.41451,996863471.986711,157275019.898259,65180444.3367824,39779937.3637402,390371156.195712,272482661.432848,31907956.0369589,4976526.92511333,6918526.70630169,706656827.296934,3056.79148050375,11825.1894660345,902.853215731737,2399.09443886909,2153.93826477201,657.697041634659
"94","E10000007",241700,160700,24400,10658,6680,444138,0.544200226055865,0.361824477977566,0.0549378796680311,0.0239970459631916,0.0150403703353462,"Derbyshire",5707.74,3546.63,4146600000,5459900000,2256580657.36325,1500341380.38177,227805411.831458,99506150.7909704,62366399.6325466,597384597.423774,410103312.913554,46217161.9523662,7597294.61289059,10846764.2240925,1072149131.12668,2413.99999803367,9336.28737014171,712.82554071032,1894.14598165435,1701.17445732335,519.854016379316
"103","E10000018",224200,147900,20600,11186,7788,411674,0.544605683137628,0.35926485520096,0.0500395944363744,0.0271719856002565,0.0189178816247808,"Leicestershire",4739.27,2944.85,3875400000,5243200000,2110564864.43157,1392295019.8458,193923444.278725,105302312.995234,73314358.4486754,558729836.560968,380569920.724651,39343188.3752678,8039831.59718612,12750833.2213936,999433610.479467,2427.73070555699,9413.75943100609,718.740532557315,1909.86351336251,1708.99017299967,517.867192194472
"111","E10000019",216500,169900,20800,8346,5083,420629,0.514705357928246,0.403918892896115,0.0494497526323672,0.0198417132437374,0.0120842832995347,"Lincolnshire",8973.01,5575.57,3236700000,4386500000,1665946832.00635,1307364280.63686,160054014.345183,64221673.2560047,39113199.7556041,441026104.837042,357354952.469278,32471758.4303507,4903324.75309596,6802567.70149466,842558708.191261,2003.09229318773,7694.90453582611,587.505961310323,1561.1422322284,1415.58633187741,441.950060959328
"119","E10000024",236900,155600,23600,10945,5755,432800,0.547365988909427,0.359519408502773,0.0545286506469501,0.0252888170055453,0.013297134935305,"Nottinghamshire",4518.9,2807.91,3650700000,4.863e+09,1998269015.71165,1312497504.62107,199067744.916821,92321884.2421442,48543850.5083179,529001756.529344,358758067.913124,40386864.0887246,7048775.86188771,8442746.48040665,943638210.873487,2180.31009906074,8435.07393715342,644.017895101664,1711.30780036969,1536.29220395907,469.00229869105
"128","E06000019",58600,43600,4600,2289,1365,110454,0.530537599362631,0.394734459594039,0.0416462961957014,0.0207235591286871,0.0123580857189418,"Herefordshire, County of",3351.47,2082.51,900300000,1248900000,477643000.706176,355379433.972513,37494160.46499,18657420.283557,11125984.5727633,126446431.576946,97139414.4820468,7606815.27513716,1424494.03864957,1935031.236895,234552186.609675,2123.52822541216,8150.90444891086,622.321554674344,1653.65549459504,1501.20667073781,469.872730817124
"129","E06000051",97600,72400,8400,3773,2232,184405,0.529269813725224,0.392614083132236,0.0455519101976628,0.0204603996637835,0.0121037932810932,"Shropshire",5188.61,3224.05,1603600000,2188700000,848737073.28977,629595943.710854,73047043.192972,32810296.9008433,19409642.9055611,224686165.412001,172093755.253925,14819784.1229902,2505066.16837938,3375725.09413519,417480496.05143,2263.93262683458,8696.0765705919,663.945446164692,1764.26001464169,1599.98718066989,499.672612192893
"130","E06000021",65000,41700,7100,2168,991,116959,0.555750305662668,0.356535196094358,0.0607050333877684,0.0185364101950256,0.00847305466018006,"Stoke-on-Trent",887.76,551.63,696700000,8.68e+08,387191237.955181,248398071.118939,42293196.7612582,12914316.9828743,5903177.18174745,102501136.423875,67897128.7596508,8580443.75892407,986008.101642456,1026680.57544952,180991397.619542,1547.4773007596,5956.78827623355,454.800784890432,1208.51320548226,1092.67651586917,338.964095277336
"131","E06000020",51000,37300,5400,2167,1052,96919,0.526212610530443,0.384857458289912,0.0557166293502822,0.0223588770003818,0.0108544248289809,"Telford and Wrekin",1091.88,678.46,746600000,949200000,392870335.022029,287334578.359248,41598035.4729207,16693137.568485,8103913.57731714,104004563.790382,78540033.648717,8439409.43674615,1274521.05335383,1409432.649367,193667960.578566,1998.2455512187,7703.33990239272,588.150001547684,1562.85359939743,1410.09554967102,435.39195182127
"132","E10000028",270600,169200,25900,10956,6421,483077,0.560159146471473,0.350254721297019,0.0536146411441654,0.0226796142229914,0.0132918768643508,"Staffordshire",6326.4,3931.04,4539200000,6136600000,2542674397.66331,1589876230.91143,243367579.081596,102947304.881002,60334487.4626612,673122193.293409,434576768.95733,49374414.4440741,7860026.72766453,10493374.059506,1175426777.48198,2433.20790988183,9396.43162477203,717.417554551345,1906.34804803375,1715.79035533048,526.859861848076
"141","E10000031",194500,112600,17800,8979,5099,338978,0.573783549374886,0.332174949406746,0.0525107824106579,0.0264884446778257,0.0150422741298845,"Warwickshire",4364.58,2712.02,4657600000,6269700000,2672454259.56847,1547138044.35686,244574220.15588,123372579.931441,70060895.9873502,707478816.135561,422894713.044504,49619217.785225,9419496.47776552,12184991.0301199,1201597234.47318,3544.76465868928,13740.1247278584,1049.05852297199,2787.59650478792,2495.70613571729,757.16815390136
"148","E08000025",260200,124300,31300,7483,4731,428014,0.607924039867855,0.290411061320424,0.073128449069423,0.017483072983594,0.0110533767587042,"Birmingham",2588.09,1608.16,2980400000,3657300000,1811856808.42215,865541127.159392,217952029.606508,52106550.7203035,32943484.0916419,479652852.893597,236587011.697748,44218107.7665684,3978335.14749518,5729530.75321835,770165838.258627,1799.39403444426,6963.3236296009,531.649759120029,1412.71909797343,1267.74427532424,386.674936470833
"149","E08000026",82500,51900,8500,2569,2506,147975,0.557526609224531,0.350734921439432,0.0574421354958608,0.0173610407163372,0.0169352931238385,"Coventry",899.54,558.95,1006600000,1229500000,561206284.845413,353049771.920933,57821253.5901335,17475623.585065,17047066.0584558,148568139.787126,96502624.6568677,11730775.9283663,1334263.86071972,2964825.72888664,261100629.961967,1764.49150168587,6802.50042236864,519.370907247846,1380.09128569015,1245.12059443802,384.400215995719
"150","E08000027",96900,50800,8900,2879,1763,161242,0.60096004763027,0.315054390295332,0.05519653688245,0.0178551494027611,0.0109338757891864,"Dudley",1045.26,649.49,853300000,1071600000,512799208.642909,268835911.239007,47099204.9217946,15235798.985376,9329876.21091279,135753334.504037,73483607.9780702,9555486.69453368,1163253.25253346,1622652.07060195,221578334.499777,1374.19738343469,5292.04549683085,404.047673683035,1073.65019039704,970.149709751657,300.54719303765
"151","E08000028",78100,49900,8000,2003,1436,139439,0.560101549781625,0.357862577901448,0.0573727579801921,0.0143647042792906,0.0102984100574445,"Sandwell",855.65,531.68,1027900000,1357500000,575728383.020532,367846943.824898,58973457.9278394,14765479.5286828,10585735.6980472,152412574.837026,100547283.625098,11964535.1444001,1127344.36201493,1841071.15260436,267892809.121143,1921.21866279264,7371.68224097993,562.827939098818,1495.56689305001,1358.39072369382,425.65176974263
"152","E08000029",71800,33500,8400,6666,3346,123712,0.580380237972064,0.270790222452147,0.067899637868598,0.053883212622866,0.0270466890843249,"Solihull",881.15,547.52,1127600000,1434300000,654436756.3373,305343054.837041,76563631.6606312,60758710.5535437,30497846.6114847,173249042.505173,83462470.6091568,15533229.5913088,4638927.55076306,5304185.48266943,282187855.739071,2281.00633519037,9114.71805483704,695.908723486808,1849.19399896534,1585.09761170357,431.812336225034
"153","E08000030",71200,46200,6600,2059,1381,127440,0.558694287507847,0.362523540489642,0.051789077212806,0.0161566227244193,0.0108364720652856,"Walsall",881.8,547.93,766800000,1.018e+09,428406779.661017,277983050.847458,39711864.4067797,12388898.3050847,8309406.77966102,113412126.779661,75983887.1186441,8056743.05084746,945892.38559322,1445172.02711864,199843821.361864,1568.14046894118,6016.94915254237,459.39406779661,1220.7186440678,1108.74640114457,347.421824873387
"154","E08000031",63400,43700,6400,1933,1204,116637,0.543566792698715,0.374666700961102,0.0548710957929302,0.0165727856512085,0.010322624896045,"Wolverhampton",744.82,462.81,585700000,722100000,318367070.483637,219442286.752917,32138000.8059192,9706680.55591279,6045961.40161355,84281314.5691333,59982354.6610424,6520157.60350489,741105.060443942,1051513.60696863,152576445.501093,1308.13074325551,5021.56262592488,383.396306489364,1018.77462554764,924.734436766147,289.356117707872
"155","E10000034",207100,118700,18400,9705,5779,359684,0.575783187464552,0.33001189933386,0.0511560147240355,0.0269820175487372,0.0160668809288153,"Worcestershire",4288.77,2664.92,3480300000,4.594e+09,2003898227.33288,1148540413.25163,178038278.044061,93905515.6748702,55917565.6965559,530491977.721834,313942036.558201,36120405.8495791,7169686.12177634,9725183.025945,897449289.277335,2495.10484001884,9675.99337195983,738.762093949133,1963.06553530321,1756.3427460697,532.039304715626
"163","E06000055",55600,31300,8200,2597,1811,99508,0.55874904530289,0.314547574064397,0.0824054347389155,0.0260984041484102,0.0181995417453873,"Bedford",986.24,612.82,675800000,870200000,377602604.815693,212571250.552719,55689592.7965591,17637301.5234956,12299250.3115327,99962737.5728585,58104225.6260803,11298304.5865659,1346607.97131889,2139085.61418177,172850961.371005,1737.05592888014,6791.41375567794,518.52444024601,1377.84202275194,1218.53148863413,359.213906128204
"164","E06000056",104600,52300,9900,4827,2971,174598,0.599090482136107,0.299545241068053,0.0567016804316201,0.0276463647922657,0.0170162315719539,"Central Bedfordshire",1492.14,927.17,1554700000,2114100000,931405972.577006,465702986.288503,88154102.5670397,42981803.3425354,26455135.2249167,246571103.120311,127295254.272099,17884704.328801,3281660.68520258,4601077.11831751,399633799.524731,2288.87959498237,8904.45480475149,679.855124342776,1806.53579078798,1609.02447063959,482.343804194385
"165","E06000032",49800,31600,7600,1459,1386,91845,0.542217867058631,0.344057923675758,0.0827481082258152,0.0158854591975611,0.0150906418422342,"Luton",468.8,291.3,409800000,508600000,222200881.920627,140994937.122326,33910174.7509391,6509861.17916054,6184145.02694757,58823239.4708476,38539556.1130165,6879696.25347052,497027.901028907,1075546.50308672,105815066.24145,1152.1048096407,4461.86509880777,340.663400293974,905.223191246121,811.441409346729,246.881618394581
"166","E06000031",71600,47000,12600,43181,26252,200633,0.356870504852143,0.23425857162082,0.0628012340940922,0.215223816620396,0.130845872812548,"Peterborough",1005.94,625.06,944900000,1214800000,337206940.03479,221350924.324513,59340886.0955077,203364984.324613,123636265.220577,89268793.2354099,60504061.6548624,12039078.9710566,15526916.5531842,21502819.2471627,198841669.661676,991.071606673258,4709.5941345641,359.577512173969,955.482458020366,631.494094499289,35.5891486528926
"167","E06000033",54400,20400,4600,1392,810,81602,0.666650327197863,0.249993872699199,0.0563711673733487,0.0170584054312394,0.00992622729835053,"Southend-on-Sea",458.05,284.62,331400000,400700000,220927918.433372,82847969.4125144,18681404.8675278,5653155.55991275,3289551.72667337,58486247.8468665,22645663.9592167,3790083.41952403,431618.426999338,572118.836303032,85925732.4889096,1052.98561908911,4061.17497120169,310.070709051249,823.931178157398,742.914910037862,229.054440931712
"168","E06000034",52600,23900,5600,1664,1480,85244,0.617052226549669,0.280371639059641,0.0656937731687861,0.0195204354558679,0.0173619257660363,"Thurrock",608.18,377.91,806500000,1129400000,497652620.712308,226119726.9016,52982028.060626,15743231.1951574,14002393.1303083,131743578.281169,61807566.1512834,10748993.8529398,1201995.70175027,2435296.21322322,207937430.200366,2439.32042372913,9461.0764393975,722.353186147999,1919.46318802496,1716.96723758113,519.857235704167
"169","E10000003",196000,126200,20500,10838,6751,360289,0.544007727130165,0.350274363080749,0.0568987673784101,0.0300814068705955,0.0187377355400803,"Cambridgeshire",4699.04,2919.85,3811100000,5248200000,2073267848.86577,1334930625.13704,216846892.355859,114643249.724527,71411383.9168001,548856197.630236,364889937.074959,43993897.5211566,8753012.11646761,12419867.8908099,978912912.233629,2717.02136960504,10577.8971880907,807.622450310723,2146.04378151984,1909.39891929431,570.977588085202
"175","E10000012",509000,236200,52400,19195,14289,831084,0.612453133497938,0.284207131890399,0.0630501850595126,0.0230963416453692,0.017193207906782,"Essex",8383.97,5209.56,7251800000,9708100000,4441387633.50034,2061013279.04279,457227332.014574,167490050.343888,124681705.098402,1175768548.21655,563357369.693557,92762281.1191167,12787865.3437559,21684642.150714,1866360706.52369,2245.69442622369,8725.71244302622,666.208145025052,1770.27254044116,1579.48628119864,475.421885782532
"188","E10000015",399100,146100,44300,18862,11914,620276,0.64342325029503,0.235540307862951,0.071419819564194,0.0304090437160232,0.0192075785618015,"Hertfordshire",5020.33,3119.49,5592400000,7361600000,3598280184.94993,1317235617.69277,399408198.930799,170059536.077488,107416462.349019,952572713.361794,360053183.740142,81031935.3990804,12984045.5795162,18681871.1317414,1425323749.21227,2297.88634287361,9015.98643184647,688.370564071478,1829.16332729301,1609.51577880214,468.723015580602
"199","E10000020",269100,192600,22600,9749,4976,499025,0.539251540503983,0.38595260758479,0.0452883122088072,0.0195360953860027,0.00997144431641701,"Norfolk",9975.12,6198.25,4246900000,5.544e+09,2290147367.36636,1639102129.15185,192334933.119583,82967843.4948149,42347726.8673914,606270712.562898,448032175.982366,39020911.231301,6334594.85082912,7365116.65677671,1107023511.28417,2218.37284962511,8510.39527077802,649.768678923902,1726.58899253544,1568.60417070121,491.783857089665
"207","E10000029",245400,159000,19400,8675,5017,437492,0.560924542620208,0.363435217101113,0.0443436679985005,0.0198289340147934,0.0114676382653854,"Suffolk",6784.7,4215.82,3096500000,4181900000,1736902846.22347,1125377149.7536,137310167.957357,61400294.1768078,35509541.888766,459810290.48074,307610590.113648,27857486.8751886,4687912.46039928,6175819.52529418,806142099.45527,1842.64420710612,7077.84370914211,540.393367193,1435.95293171075,1302.25083991312,406.691275395368
"215","E09000007",25000,5200,3900,3246,1706,39052,0.640172078254635,0.133155792276964,0.099866844207723,0.0831199426405818,0.0436853426200963,"Camden",277.18,172.23,196300000,277800000,125665778.961385,26138482.023968,19603861.517976,16316444.7403462,8575432.7563249,33267501.6644474,7144692.67643143,3977231.42476698,1245760.55592543,1491439.26498003,47126625.5865513,1206.76599371482,5026.63115845539,383.783288948069,1019.80292942743,822.982704766753,186.963064287393
"216","E09000001",1000,400,200,401,224,2225,0.449438202247191,0.179775280898876,0.0898876404494382,0.180224719101124,0.100674157303371,"City of London",47.58,29.56,47600000,74100000,21393258.4269663,8557303.37078652,4278651.68539326,8578696.62921348,4792089.88764045,5663437.30337079,2339053.30337079,868052.853932584,654983.487640449,833440.273258427,10358967.221573,4655.71560520136,21393.2584269663,1633.37528089888,4340.26426966292,3022.34032430249,315.451335538442
"217","E09000012",27500,6000,4200,1486,1117,40303,0.682331340098752,0.148872292385182,0.104210604669628,0.0368707044140635,0.0277150584323748,"Hackney",270.43,168.04,195400000,2.74e+08,133327543.855296,29089645.9320646,20362752.1524452,7204535.642508,5415522.41768603,35295800.6848125,7951363.81907054,4131195.15668809,550066.296305486,941867.658883954,48870293.6157606,1212.57210668587,4848.27432201077,370.165744485522,983.617894449545,842.406362200348,228.954212236325
"218","E09000013",26900,6700,3800,6029,2280,45709,0.588505545953751,0.146579448248704,0.0831346124395633,0.131899625894244,0.049880767463738,"Hammersmith and Fulham",220.05,136.73,212300000,301200000,124939727.405981,31118816.8631998,17649478.2209193,28002290.577348,10589686.9325516,33075294.0361854,8506017.40138704,3580726.14146011,2137974.88558052,1841758.35130937,49141770.8159225,1075.10054509883,4644.59953182087,354.615174254523,942.296353015818,720.485370844308,132.804192083014
"219","E09000014",41800,8800,5900,2213,2000,60713,0.688485167921203,0.144944245878148,0.0971785284864856,0.0364501836509479,0.0329418740632155,"Haringey",354.02,219.98,235400000,321400000,162069408.528651,34119875.479716,22875825.6057187,8580373.23143314,7754517.15448092,42904634.5197898,9326326.76362558,4641047.49888821,655111.49621992,1348665.62350732,58875785.9020309,969.739362278768,3877.25857724046,296.028692372309,786.618220150544,673.710669906459,183.121142128224
"220","E09000019",22500,4500,3200,1713,1118,33031,0.681178287063667,0.136235657412733,0.0968786897157216,0.0518603735884472,0.0338469922194302,"Islington",236.39,146.89,154600000,225200000,105310163.180043,21062032.6360086,14977445.4300506,8017613.75677394,5232744.99712391,27878759.4986528,5757096.00072659,3038624.12884866,612144.81032969,910079.009899791,38196703.4484575,1156.3895567333,4680.4516968908,357.352487057613,949.570040265205,799.037069675684,206.819516468091
"221","E09000020",24100,6100,2700,2644,1972,37516,0.642392579166222,0.162597291822156,0.07196929310161,0.0704765966520951,0.0525642392579166,"Kensington and Chelsea",213.86,132.89,213200000,309500000,136958097.878239,34665742.6164836,15343853.2892632,15025610.4062267,11206695.8097878,36256917.2513061,9475534.08678964,3112960.95532573,1147205.35451541,1949068.5352383,51941686.1831752,1384.52090263288,5682.90862565305,433.890073568611,1152.94850197249,950.630829064271,231.57240066039
"222","E09000022",42900,8100,4800,2043,1669,59512,0.720863019223014,0.13610700362952,0.0806560021508267,0.0343292109154456,0.0280447640811937,"Lambeth",383.25,238.14,317500000,452800000,228874008.603307,43213973.6523726,25608280.6828875,10899524.465654,8904212.595779,60589816.2975534,11812107.5581395,5195407.98494421,832178.692952682,1548620.65465788,79978131.1882478,1343.8992335705,5335.05847560156,407.331714612179,1082.37666353004,936.567518958324,261.522570040458
"223","E09000023",54200,9700,5900,1989,1492,73281,0.739618727910372,0.132367189312373,0.080512001746701,0.0271420968600319,0.0203599841705217,"Lewisham",433.46,269.34,3.31e+08,448100000,244813798.938333,43813539.6623954,26649472.578158,8984034.06067057,6739154.76044268,64809556.992945,11975992.9313192,5406644.9966567,685931.000532198,1172073.79593619,84050199.7173892,1146.95759770458,4516.85975900984,344.862242600401,916.380507907916,802.095355104178,230.577089796663
"224","E09000025",40900,12700,10500,1853,2426,68379,0.598136854882347,0.185729536846108,0.153555916290089,0.0270989631319557,0.0354787288495006,"Newham",430.82,267.7,446100000,595600000,266828850.963015,82853946.3870486,68501294.2570087,12088847.4531654,15827060.9397622,70637601.715439,22647297.7054359,13897542.5788619,922983.503049182,2752642.43864344,110858067.941429,1621.22973341858,6523.93278638178,498.102268240249,1323.57548370114,1123.12746517834,297.654249717448
"225","E09000028",38600,7700,4600,2204,1524,54628,0.706597349344658,0.140953357252691,0.0842059017353738,0.0403456103097313,0.0278977813575456,"Southwark",393.13,244.28,305500000,430200000,215865490.224793,43061250.6406971,25724902.9801567,12325583.9496229,8522772.20473018,57146071.2272095,11770362.2501281,5219068.31661419,941058.334553709,1482280.54184667,76558840.6703522,1401.45787270909,5592.37021307754,426.97746576847,1134.58006882917,974.48040694062,266.877803879919
"226","E09000030",27400,8000,6500,1725,2164,45789,0.598396994911442,0.174714451069034,0.14195549149359,0.0376728035117605,0.0472602590141737,"Tower Hamlets",296.59,184.29,371200000,520100000,222124964.511127,64854004.2368254,52693878.4424207,13984144.6635655,17543008.1460613,58803141.8550307,17727193.5180939,10690534.0583983,1067689.44506322,3051079.97676298,91339638.8533491,1994.79435788834,8106.75052960318,618.950402935203,1644.69754744589,1375.84395495313,350.096810442444
"227","E09000032",52000,10900,6500,3157,2778,75335,0.690250215703192,0.144687064445477,0.0862812769628991,0.0419061525187496,0.0368752903696821,"Wandsworth",431.05,267.84,3.35e+08,457300000,231233822.260569,48470166.5892348,28904227.7825712,14038561.0937811,12353222.2738435,61214529.7670406,13248835.3355014,5864089.73252804,1071844.13951019,2148472.41786686,83547771.3924471,1109.01667740688,4446.80427424172,339.513506338355,902.16765115816,769.503171068522,206.849026248717
"228","E09000033",27400,7200,4100,28436,2241,69377,0.394943569194402,0.103780791905098,0.0590973953904032,0.409876472029635,0.0323017714804618,"Westminster",336.2,208.9,302600000,453300000,119509924.038226,31404067.6304827,17882871.845136,124028620.436168,9774516.04998775,31637862.1906396,8583987.84611615,3628077.03994119,9469585.1703014,1699983.83141387,55019496.0784122,793.050954616258,4361.67605978927,333.013967164911,884.896839010047,460.036987451348,-91.8458843937881
"230","E09000002",40800,12900,7800,2066,1919,65485,0.623043445063755,0.196991677483393,0.119111246850424,0.0315492097426892,0.0293044208597389,"Barking and Dagenham",344.09,213.81,311500000,411300000,194078033.13736,61362907.536077,37103153.393907,9827578.83484768,9128327.09780866,51378277.7124532,16772937.1459113,7527487.76055585,750335.64404062,1587598.64885088,78016636.9118119,1191.36652533881,4756.81453768039,363.182789951897,965.062533404596,828.183735386911,226.303991934212
"231","E09000003",91600,18400,17400,7265,4013,138678,0.660522938029103,0.13268146353423,0.125470514429109,0.0523875452487056,0.0289375387588514,"Barnet",766.11,476.04,812700000,1052100000,536806991.736252,107830225.414269,101969887.076537,42575358.0236231,23517537.7493186,142108914.922338,29474313.8147363,20687650.6900878,3250628.58510362,4090170.16536148,199611678.177627,1439.38965212671,5860.33833773201,447.436832085839,1188.94544195907,991.952820040867,250.444210167635
"232","E09000004",75300,15800,8100,2437,2075,103712,0.726049058932428,0.152344955260722,0.07810089478556,0.0234977630361,0.0200073279851898,"Bexley",550.65,342.16,484400000,6.21e+08,351698164.146868,73795896.3282937,37832073.4341253,11382316.4146868,9691549.67602592,93105054.9946004,20171370.3023758,7675371.05831533,869039.858261339,1685554.31965443,123506390.533207,1190.85921140473,4670.62634989201,356.602321814255,947.576673866091,834.256889590475,243.282537538639
"233","E09000005",56300,14400,12500,5149,3288,91637,0.6143806541026,0.157141765880594,0.13640778288246,0.056189093924943,0.0358807032094023,"Brent",463.81,288.2,464100000,600800000,285134061.569017,72929493.5451837,63306852.0357497,26077358.490566,16652234.3594836,75483540.1191658,19934547.7656405,12843694.1410129,1991006.32075472,2896156.59980139,113148944.946375,1234.75173724997,5064.54816285998,386.678252234359,1027.49553128103,848.073485015609,207.256205968936
"234","E09000006",103200,19300,11200,4500,3398,141598,0.728823853444258,0.136301360188703,0.0790971623892993,0.0317801098885577,0.0239975140891821,"Bromley",915.99,569.17,711200000,891300000,518339524.569556,96937527.3662057,56253901.8912697,22602014.1527423,17067032.0202263,137220022.339299,26496903.7302787,11412791.6157008,1725663.78056187,2968298.20895775,179823679.674798,1269.95917791775,5022.6698117205,383.480840124861,1018.99925140186,886.47833779289,250.959926515895
"235","E09000008",96100,18900,13100,4221,3107,135428,0.709602150220043,0.139557550875742,0.0967303659509112,0.0311678530289157,0.0229420799243879,"Croydon",774.92,481.51,665500000,843600000,472240230.971439,92875550.1078064,64374058.5403314,20742206.1907434,15267954.1896801,125016156.345069,25386602.8664678,13060208.9966624,1583667.44266326,2655402.59266917,167702038.243532,1238.31141450462,4914.0502702543,375.187738133916,996.962518829193,863.123676370704,241.348895675426
"236","E09000009",74900,18200,11700,6714,3634,115148,0.650467224788967,0.158057456490777,0.101608364886928,0.0583075693889603,0.0315593844443672,"Ealing",589.52,366.31,606400000,788200000,394443325.11203,95846041.6160072,61615312.4674332,35357710.0774655,19137610.7270643,104420981.456908,26198557.0153194,12500514.5933929,2699561.16441449,3328413.25765102,149148027.487685,1295.27241018242,5266.26602285754,402.079410845173,1068.42005071734,893.192999337248,226.852359465084
"237","E09000010",80400,19600,10500,3111,2442,116053,0.692786916322715,0.168888352735388,0.0904759032511008,0.0268067176203976,0.0210421100703989,"Enfield",635.49,394.88,802400000,1109800000,555892221.657346,135516014.234875,72597864.7686833,21509710.218607,16884189.1204881,147161347.839349,37041947.3309609,14728654.8042705,1642266.37519065,2936498.17183528,203510714.521607,1753.60149691612,6914.08235892222,527.890188103711,1402.72902897814,1225.71130881241,350.872467937981
"238","E09000011",53400,11600,6600,2273,1732,75605,0.706302493221348,0.15342900601812,0.0872958137689306,0.0300641491964817,0.0229085377951194,"Greenwich",518.17,321.98,571400000,754800000,403581244.626678,87669334.038754,49880827.987567,17178654.8508697,13089938.4961312,106840062.890021,23963535.766153,10119822.3821176,1311590.2978639,2276602.10324714,144511613.439402,1911.40286276572,7557.70121023742,577.030487401627,1533.30642153297,1334.37237536409,378.096441232751
"239","E09000015",61100,14900,13200,3905,2771,95876,0.637281488589428,0.155409070048813,0.137677833868747,0.0407296925195044,0.0289019149735074,"Harrow",472.8,293.78,330100000,406500000,210366619.38337,51300534.0231132,45447452.9600734,13444871.5006884,9540522.13275481,55690355.1493596,14022487.9698778,9220379.2565397,1026515.93907756,1659287.60932872,81619025.9241833,851.297779675657,3442.98886061162,262.872199507697,698.513580040886,588.42558016796,152.784199634771
"240","E09000016",77700,19800,9400,2777,2265,111942,0.694109449536367,0.176877311464866,0.0839720569580676,0.0248074895928249,0.0202336924478748,"Havering",683.43,424.66,815800000,1.13e+09,566254488.931768,144296510.693037,68504404.0663915,20237950.0098265,16506646.2989763,149904550.854907,39442008.2328349,13898173.4969895,1545167.48325025,2870835.92431795,207660735.9923,1855.074377734,7287.70256025442,556.416090475425,1478.52909542442,1298.65828725858,376.545282309585
"241","E09000017",88200,22200,13300,15951,5036,144687,0.609591739409899,0.15343465549773,0.0919225638792704,0.110244873416409,0.0348061677966922,"Hillingdon",727.81,452.24,1170300000,1.465e+09,713405212.631404,179564577.328993,107576976.50791,129019575.359224,40733658.1724688,188859761.939912,49082181.5671069,21825216.9939248,9850644.57867673,7084397.82935578,276702202.908976,1912.41924228836,8088.49447427896,617.556553111199,1640.99375894172,1294.86268917716,271.425483346644
"242","E09000018",63500,15600,9300,3417,2796,94613,0.671155126673924,0.16488220434824,0.0982951602845275,0.0361155443755087,0.0295519643177999,"Hounslow",499.86,310.6,824300000,1029600000,553233170.917316,135912401.044254,81024700.622536,29770043.2287318,24359684.1871624,146457417.336941,37150295.7014364,16438291.2623001,2272942.80051367,4236636.27383129,206555583.375022,2183.16281457117,8712.33340027269,665.18665511082,1767.55820024732,1517.97615946035,415.60461432385
"243","E09000021",44100,9000,5700,2394,1789,62983,0.700188939872664,0.142895702014829,0.0905006112760586,0.0380102567359446,0.0284044901005033,"Kingston upon Thames",343.03,213.15,478600000,596400000,335110426.623057,68389882.9842974,43313592.5567217,18191708.8738231,13594388.9621009,88713783.2399219,18693690.6149278,8787461.65790769,1388936.97251639,2364336.12828859,119948208.613562,1904.45371947291,7598.87588714415,580.174173983456,1541.65993998381,1324.27954548946,362.793779489107
"244","E09000024",46800,9600,6500,2643,2159,67702,0.691264659832797,0.141797878940061,0.0960089805323329,0.0390387285456855,0.0318897521491241,"Merton",375.26,233.18,311200000,404400000,215121562.139966,44127499.9261469,29877994.741662,12148852.3234173,9924090.86880742,56949131.1453133,12061810.829813,6061647.57318838,927564.874892913,1725997.88390299,77726152.3071106,1148.06286826254,4596.61457564031,350.951522850137,932.561165105905,797.111345412404,215.501703156636
"245","E09000026",63800,18600,13500,3361,2942,102203,0.624247820514075,0.181990743911627,0.13209005606489,0.032885531735859,0.0287858477735487,"Redbridge",536.55,333.4,560100000,7.19e+08,349641204.269933,101933015.664902,73983640.4019451,18419186.3252546,16122953.3379646,92560516.0063795,27862370.5018444,15009800.9647466,1406304.87593319,2804104.04453881,139643096.393442,1366.33069864331,5480.26965940334,418.418588495445,1111.83710849975,947.912110147867,254.493590143562
"246","E09000027",51300,10600,6200,3293,2704,74097,0.692335722094012,0.143055724253344,0.0836741028651632,0.0444417452798359,0.0364927055076454,"Richmond upon Thames",412.82,256.51,401300000,507800000,277834325.276327,57408262.1428668,33578417.47979,17834472.3807981,14644522.7202181,73551080.9304021,15691974.3741312,6812389.3382998,1361661.96627394,2546975.39150033,99964082.0006073,1349.09756131297,5415.8737870629,413.501963642253,1098.77247391932,935.59559767072,250.325087393651
