"","MSOA21CD","TotHhold","VehsReg","CarOwnRates","EVReg","EVRate","CarRedincCC","CCCarOwn","CCredCarOwn","EVincCC","EVRateincCC","ChangeEVuptake"
"47","E02000048",3950,4223,1.06911392405063,227,0.0537532559791617,4214,1.06683544303797,-0.00227848101265815,236,0.0559905100830368,0.223725410387504
"48","E02000049",3801,2661,0.700078926598264,75,0.028184892897407,2652,0.697711128650355,-0.00236779794790853,84,0.0316622691292876,0.347737623188061
"49","E02000050",4034,3232,0.801189885969261,124,0.0383663366336634,3223,0.798958849776896,-0.00223103619236498,133,0.0412531017369727,0.288676510330934
"50","E02000051",3793,3515,0.9267070920116,265,0.0753911806543385,3506,0.924334300026364,-0.00237279198523588,274,0.0781294553749644,0.273827472062581
"51","E02000052",4191,2869,0.684562157003102,115,0.040083652840711,2860,0.68241469816273,-0.00214745884037215,124,0.0433414889898637,0.325783614915263
"52","E02000054",2971,2520,0.848199259508583,118,0.0468253968253968,2511,0.845169976438909,-0.00302928306967354,127,0.0505573248407643,0.373192801536751
"53","E02000055",4506,3805,0.844429649356414,190,0.049934296977661,3796,0.842432312472259,-0.00199733688415438,199,0.0524097972083224,0.247550023066139
"54","E02000056",3442,3820,1.10981987216734,550,0.143979057591623,3811,1.10720511330622,-0.00261475886112716,559,0.146642182581322,0.266312498969909
"55","E02000057",2706,2423,0.895417590539542,83,0.0342550557160545,2414,0.892091648189209,-0.00332594235033257,92,0.0380952380952381,0.384018237918362
"56","E02000058",4098,3587,0.875305026842362,248,0.0691385558962922,3578,0.873108833577355,-0.00219619326500731,257,0.0718077675328304,0.266921163653823
"57","E02000059",4436,3954,0.891343552750225,246,0.0622154779969651,3945,0.88931469792606,-0.00202885482416593,255,0.0646224024328434,0.240692443587828
"58","E02000060",3696,3579,0.968344155844156,109,0.0304554344789047,3570,0.965909090909091,-0.00243506493506496,118,0.0330439652758331,0.258853079692838
"59","E02000061",3573,2691,0.753148614609572,293,0.108881456707544,2682,0.750629722921914,-0.00251889168765751,302,0.112560566530004,0.367910982246006
"60","E02000062",2615,1712,0.654684512428298,71,0.0414719626168224,1703,0.651242829827916,-0.00344168260038247,80,0.0469483568075117,0.547639419068931
"61","E02000063",2833,2222,0.78432756794917,118,0.0531053105310531,2213,0.781150723614543,-0.00317684433462762,127,0.0573622402890696,0.425692975801645
"62","E02000064",2759,1699,0.615802827111272,119,0.0700412007062978,1690,0.612540775643349,-0.00326205146792313,128,0.0756948551153164,0.565365440901856
"63","E02000065",2775,2371,0.854414414414414,52,0.0219316743989878,2362,0.851171171171171,-0.00324324324324332,61,0.0258146424037241,0.388296800473631
"64","E02000066",3547,2455,0.69213419791373,36,0.0146639511201629,2446,0.68959684240203,-0.00253735551169998,45,0.018389865140989,0.372591402082603
"65","E02000067",3983,3382,0.849108712026111,46,0.0136014192785334,3373,0.846849108712026,-0.00225960331408481,55,0.0163011262596325,0.269970698109907
"66","E02000068",3196,2829,0.885168961201502,83,0.0293389890420643,2820,0.882352941176471,-0.00281602002503134,92,0.032612548741581,0.327355969951667
"67","E02000069",2812,2847,1.0124466571835,64,0.0224798033017211,2838,1.00924608819346,-0.00320056899004273,73,0.0257132793237055,0.323347602198442
"68","E02000070",3140,3579,1.13980891719745,60,0.0167644593461861,3570,1.13694267515924,-0.00286624203821639,69,0.0193223186782414,0.25578593320553
"69","E02000071",2835,3207,1.13121693121693,43,0.0134081696289367,3198,1.12804232804233,-0.00317460317460316,52,0.0162550797124101,0.284691008347343
"70","E02000072",4084,4785,1.17164544564153,132,0.0275862068965517,4776,1.1694417238002,-0.002203721841332,141,0.0295164329076826,0.193022601113092
"71","E02000073",3955,4995,1.2629582806574,105,0.021021021021021,4986,1.26068268015171,-0.0022756005056892,114,0.0228594345297774,0.18384135087564
"72","E02000074",3503,3397,0.969740222666286,45,0.0132469826317339,3388,0.967170996288895,-0.00256922637739077,54,0.0159339038064326,0.268692117469869
"73","E02000075",3149,3757,1.19307716735472,83,0.0220920947564546,3748,1.19021911718006,-0.00285805017465868,92,0.0245398773006135,0.244778254415888
"74","E02000077",2936,3352,1.141689373297,64,0.0190930787589499,3343,1.13862397820163,-0.00306539509536785,73,0.0218301435406699,0.273706478171997
"75","E02000078",3019,3632,1.20304736667771,62,0.0170704845814978,3623,1.20006624710169,-0.00298111957601854,71,0.0195916114790287,0.25211268975309
"76","E02000079",3586,3515,0.980200780814278,96,0.0273115220483642,3506,0.977691020635806,-0.00250976017847182,105,0.029940119760479,0.262859771211489
"77","E02000080",3815,4174,1.09410222804718,78,0.0186871106851941,4165,1.09174311926605,-0.00235910878112722,87,0.0208833413346135,0.219623064941948
"78","E02000081",3278,3423,1.04423428920073,62,0.0181127665790242,3414,1.04148871262965,-0.00274557657107999,71,0.0207906295754026,0.267786299637839
"79","E02000082",3443,4172,1.21173395294801,78,0.0186960690316395,4163,1.2091199535289,-0.00261399941911122,87,0.0208933717579251,0.219730272628557
"80","E02000083",3873,5161,1.33255873999484,129,0.0249951559775237,5152,1.33023495997934,-0.00232378001549183,138,0.0267805162041529,0.178536022662918
"81","E02000084",4199,5252,1.25077399380805,112,0.0213252094440213,5243,1.2486306263396,-0.00214336746844479,121,0.0230739893211289,0.174877987710758
"82","E02000085",3073,3655,1.18939147412952,78,0.0213406292749658,3646,1.18646273999349,-0.00292873413602335,87,0.0238552234713463,0.251459419638051
"83","E02000086",2787,3509,1.25905992106207,72,0.0205186662866914,3500,1.25583064226767,-0.0032292787944026,81,0.0231362467866324,0.261758049994102
"84","E02000087",3320,4058,1.22228915662651,109,0.0268605224248398,4049,1.21957831325301,-0.00271084337349392,118,0.0291358024691358,0.227528004429598
"85","E02000088",2980,3653,1.2258389261745,69,0.0188885847248837,3644,1.22281879194631,-0.00302013422818792,78,0.0213991769547325,0.251059222984885
"86","E02000089",2905,3543,1.21962134251291,79,0.0222974880045159,3534,1.21652323580034,-0.00309810671256461,88,0.0248939179632249,0.259642995870895
"87","E02000090",4193,4834,1.15287383734796,98,0.0202730657840298,4825,1.15072740281421,-0.00214643453374652,107,0.0221715706589308,0.1898504874901
"88","E02000091",4448,4335,0.974595323741007,110,0.0253748558246828,4326,0.972571942446043,-0.00202338129496404,119,0.0275017333025191,0.212687747783625
"89","E02000092",2714,3051,1.12417096536478,80,0.0262209111766634,3042,1.12085482682388,-0.00331613854089907,89,0.0292474531712126,0.302654199454923
"90","E02000093",3740,4182,1.11818181818182,133,0.0318029650884744,4173,1.11577540106952,-0.0024064171122995,142,0.0340201245807379,0.221715949226349
"91","E02000094",2912,3719,1.27712912087912,157,0.0422156493681097,3710,1.27403846153846,-0.00309065934065944,166,0.0447318781999461,0.251622883183639
"92","E02000095",3182,3404,1.06976744186047,91,0.0267332549941246,3395,1.06693903205531,-0.00282840980515386,100,0.0294464075382803,0.271315254415577
"93","E02000096",2497,3090,1.23748498197837,136,0.0440129449838188,3081,1.23388065678815,-0.00360432519022824,145,0.0470473718364698,0.303442685265105
"94","E02000097",3038,3659,1.2044107965767,108,0.029516261273572,3650,1.20144832126399,-0.00296247531270577,117,0.0320460147904684,0.252975351689635
"95","E02000098",2875,2934,1.02052173913043,123,0.0419222903885481,2925,1.01739130434783,-0.00313043478260888,132,0.0451127819548872,0.319049156633916
"96","E02000099",2918,2758,0.945167923235093,76,0.0275562001450326,2749,0.942083618917066,-0.00308430431802609,85,0.0309090909090909,0.335289076405828
"97","E02000100",2568,3053,1.18886292834891,115,0.0376678676711431,3044,1.18535825545171,-0.00350467289719614,124,0.0407224958949097,0.305462822376655
"98","E02000101",2861,3006,1.05068157986718,115,0.0382568196939454,2997,1.04753582663404,-0.00314575323313537,124,0.0413609072715143,0.31040875775689
"99","E02000102",2241,2420,1.07987505577867,55,0.0227272727272727,2411,1.07585899152164,-0.00401606425702816,64,0.0265339966832504,0.380672395597769
"100","E02000103",3462,4402,1.27151935297516,1427,0.324170831440254,4393,1.26891969959561,-0.00259965337954937,1436,0.326809285389167,0.26384539489126
"101","E02000104",2416,2263,0.936672185430464,67,0.0296067167476801,2254,0.93294701986755,-0.00372516556291391,76,0.0337028824833703,0.409616573569022
"102","E02000105",3108,2778,0.893822393822394,87,0.031317494600432,2769,0.890926640926641,-0.00289575289575283,96,0.0346570397111913,0.333954511075937
"103","E02000106",3586,2950,0.822643614054657,60,0.0203389830508475,2941,0.820133853876185,-0.00250976017847182,69,0.0234534330387491,0.311444998790169
"104","E02000107",4362,2556,0.585969738651995,93,0.0363849765258216,2547,0.583906464924347,-0.00206327372764792,102,0.0400313971742543,0.364642064843272
"105","E02000108",2273,2094,0.921249450065992,44,0.0210124164278892,2085,0.917289925208975,-0.00395952485701723,53,0.0254074784276127,0.439506199972345
"106","E02000110",3093,1940,0.627222761073391,66,0.034020618556701,1931,0.624312964759134,-0.00290979631425792,75,0.0388198757763975,0.479925721969648
"107","E02000111",3190,2609,0.817868338557994,72,0.0275967803756228,2600,0.815047021943574,-0.00282131661441998,81,0.0311418685121107,0.354508813648788
"108","E02000112",2950,2494,0.845423728813559,50,0.0200481154771451,2485,0.842372881355932,-0.00305084745762707,59,0.0237329042638777,0.368478878673257
"109","E02000113",3289,2466,0.749771967163272,69,0.0279805352798054,2457,0.74703557312253,-0.00273639404074189,78,0.03173311635476,0.375258107495462
"110","E02000114",3707,1691,0.456164014027515,57,0.0337078651685393,1682,0.453736174804424,-0.00242783922309142,66,0.0392156862745098,0.550782110597048
"111","E02000115",3877,1677,0.432550941449574,85,0.050685748360167,1668,0.430229558937323,-0.00232138251225172,94,0.0563211503894548,0.56354020292878
"112","E02000116",3237,1625,0.502008032128514,47,0.0289230769230769,1616,0.499227679950571,-0.00278035217794259,56,0.0346320346320346,0.570895770895771
"113","E02000117",4759,2658,0.558520697625552,73,0.027464258841234,2649,0.556629544021853,-0.00189115360369818,82,0.0309433962264151,0.347913738518108
"114","E02000118",3157,2743,0.868862844472601,77,0.028071454611739,2734,0.866012036743744,-0.00285080772885649,86,0.0314442413162706,0.33727867045316
"115","E02000119",2674,3337,1.24794315632012,192,0.0575367096194186,3328,1.24457741211668,-0.00336574420344071,201,0.0603784920396515,0.284178242023291
"116","E02000120",4244,1647,0.388077285579642,85,0.0516089860352155,1638,0.385956644674835,-0.00212064090480679,94,0.0573520439292251,0.57430578940096
"117","E02000121",3627,2827,0.779432037496554,101,0.0357269189954015,2818,0.77695064791839,-0.0024813895781638,110,0.0390209294075913,0.329401041218986
"118","E02000122",3160,2288,0.724050632911392,172,0.0751748251748252,2279,0.72120253164557,-0.0028481012658228,181,0.0793859649122807,0.421113973745553
"119","E02000123",5539,2609,0.471023650478426,66,0.0252970486776543,2600,0.469398808449179,-0.00162484202924718,75,0.0288350634371396,0.353801475948529
"120","E02000124",4161,2166,0.520547945205479,116,0.0535549399815328,2157,0.518385003604903,-0.00216294160057673,125,0.0579240037071362,0.436906372560346
"121","E02000125",3942,2473,0.627346524606799,119,0.0481196926809543,2464,0.625063419583967,-0.00228310502283113,128,0.0519269776876268,0.380728500667247
"122","E02000126",3404,1303,0.382784958871915,50,0.0383729854182655,1294,0.380141010575793,-0.00264394829612219,59,0.0455598455598456,0.718686014158002
"123","E02000127",3785,3311,0.874768824306473,86,0.025974025974026,3302,0.872391017173052,-0.00237780713342139,95,0.028761731759007,0.278770578498099
"124","E02000128",3063,3437,1.12210251387529,95,0.0276403840558627,3428,1.11916421808684,-0.00293829578844274,104,0.0303295421405658,0.268915808470309
"125","E02000130",3665,2684,0.732332878581173,86,0.0320417287630402,2675,0.72987721691678,-0.00245566166439293,95,0.0355007473841555,0.345901862111522
"126","E02000131",4446,2435,0.547683310841206,64,0.0262833675564682,2426,0.54565901934323,-0.00202429149797567,73,0.0300782859497322,0.379491839326401
"127","E02000132",4942,3469,0.701942533387293,127,0.0366099740559239,3460,0.700121408336706,-0.00182112505058685,136,0.0392950014446692,0.268502738874528
"128","E02000133",4332,5770,1.33194829178209,292,0.0506065857885615,5761,1.32987072945522,-0.00207756232686984,301,0.0522388059701493,0.163222018158773
"129","E02000134",5300,4118,0.776981132075472,123,0.0298688683827101,4109,0.775283018867925,-0.0016981132075472,132,0.0321167883211679,0.224791993845783
"130","E02000135",4443,2444,0.550078775602071,42,0.0171849427168576,2435,0.54805311726311,-0.00202565833896018,51,0.020935960591133,0.375101787427539
"131","E02000136",2295,2799,1.21960784313726,101,0.0360843158270811,2790,1.2156862745098,-0.00392156862745119,110,0.039412396990326,0.332808116324494
"132","E02000137",3672,3450,0.939542483660131,102,0.0295652173913043,3441,0.937091503267974,-0.00245098039215685,111,0.0322486926205694,0.268347522926509
"133","E02000138",4139,3797,0.917371345735685,125,0.0329207268896497,3788,0.915196907465571,-0.00217443827011354,134,0.0353655318025864,0.244480491293671
"134","E02000139",3308,2821,0.852781136638452,67,0.0237504431052818,2812,0.85006045949214,-0.00272067714631197,76,0.0270174191254888,0.326697602020699
"135","E02000140",3339,3273,0.980233602875112,56,0.0171096853040024,3264,0.977538185085355,-0.00269541778975735,65,0.0199081163859112,0.279843108190873
"136","E02000141",3092,2510,0.811772315653299,74,0.0294820717131474,2501,0.808861578266494,-0.0029107373868047,83,0.0331734612310152,0.369138951786778
"137","E02000142",3452,3689,1.06865585168019,129,0.0349688262401735,3680,1.06604866743917,-0.0026071842410198,138,0.0374898125509372,0.252098631076376
"138","E02000144",3662,3697,1.00955761878755,132,0.0357046253719232,3688,1.00709994538504,-0.00245767340251213,141,0.0382217403090268,0.251711493710365
"139","E02000145",3515,3533,1.00512091038407,79,0.0223606000566091,3524,1.00256045519203,-0.00256045519203418,88,0.0249645390070922,0.260393895048308
"140","E02000146",4040,3725,0.922029702970297,84,0.0225503355704698,3716,0.91980198019802,-0.00222772277227723,93,0.0250201775625504,0.246984199208065
"141","E02000147",3167,4105,1.29617934954215,137,0.033373934226553,4096,1.29333754341648,-0.00284180612567098,146,0.0356358310959238,0.226189686937086
"142","E02000148",2701,3358,1.24324324324324,117,0.0348421679571173,3349,1.23991114402073,-0.0033320992225101,126,0.0376119402985075,0.276977234139014
"143","E02000149",3282,3519,1.07221206581353,93,0.0264279624893436,3510,1.06946983546618,-0.00274223034734922,102,0.0290515522643122,0.26235897749686
"144","E02000150",3115,3777,1.21252006420546,95,0.0251522372253111,3768,1.20963081861958,-0.00288924558587467,104,0.0275935261342531,0.244128890894203
"145","E02000151",2970,3672,1.23636363636364,111,0.0302287581699346,3663,1.23333333333333,-0.00303030303030294,120,0.0327510917030568,0.252233353312213
"146","E02000152",3096,3188,1.0297157622739,90,0.0282308657465496,3179,1.02680878552972,-0.00290697674418605,99,0.0311320754716981,0.290120972514855
"147","E02000153",2894,3980,1.3752591568763,104,0.0261306532663317,3971,1.37214927436075,-0.00310988251554933,113,0.0284491440080564,0.231849074172474
"148","E02000154",3573,3788,1.06017352364959,111,0.0293030623020063,3779,1.05765463196194,-0.00251889168765751,120,0.0317460317460317,0.244296944402541
"149","E02000155",3040,3425,1.12664473684211,72,0.021021897810219,3416,1.12368421052632,-0.00296052631578947,81,0.0237050043898156,0.268310657959665
"150","E02000156",4861,5928,1.21950216004937,174,0.0293522267206478,5919,1.21765068915861,-0.0018514708907631,183,0.0309121621621622,0.155993544151439
"151","E02000157",3280,4093,1.24786585365854,127,0.0310285853896897,4084,1.24512195121951,-0.00274390243902434,136,0.0332925336597307,0.226394827004101
"152","E02000158",3034,3551,1.1704021094265,87,0.0245001408054069,3542,1.16743572841134,-0.00296638101516145,96,0.0270956816257409,0.259554082033397
"153","E02000159",2822,4204,1.48972360028349,148,0.0352045670789724,4195,1.48653437278526,-0.00318922749822814,157,0.0374165872259295,0.221202014695705
"154","E02000160",3042,4128,1.35700197238659,126,0.0305232558139535,4119,1.35404339250493,-0.00295857988165693,135,0.0327669902912621,0.224373447730865
"155","E02000161",3345,4169,1.24633781763827,131,0.0314224034540657,4160,1.24364723467862,-0.00269058295964131,140,0.0336457582311944,0.22233547771287
"156","E02000162",2964,3492,1.17813765182186,67,0.0191867124856816,3483,1.1751012145749,-0.00303643724696356,76,0.0218140068886338,0.262729440295219
"157","E02000163",3068,4160,1.35593220338983,157,0.0377403846153846,4151,1.35299869621904,-0.00293350717079521,166,0.039980732177264,0.224034756187936
"158","E02000165",2741,4057,1.48011674571324,75,0.0184865664283954,4048,1.47683327252827,-0.00328347318496891,84,0.0207458631760929,0.22592967476975
"159","E02000166",3395,2031,0.598232695139912,163,0.0802560315115707,2022,0.595581737849779,-0.00265095729013254,172,0.0850222441917944,0.476621268022372
"160","E02000167",3373,2271,0.673287874295879,297,0.130779392338177,2262,0.670619626445301,-0.00266824785057806,306,0.135218736190897,0.443934385272002
"161","E02000168",3491,1568,0.449154969922658,87,0.055484693877551,1559,0.446576912059582,-0.00257805786307647,96,0.0615384615384615,0.605376766091052
"162","E02000169",3026,2367,0.782220753469927,291,0.122940430925222,2358,0.779246530072703,-0.00297422339722397,300,0.127172530733362,0.423209980813979
"163","E02000170",3465,1895,0.546897546897547,148,0.0781002638522427,1886,0.544300144300144,-0.0025974025974026,157,0.0832008479067303,0.510058405448752
"164","E02000171",3330,1571,0.471771771771772,96,0.0611075747931254,1562,0.469069069069069,-0.00270270270270268,105,0.0671785028790787,0.60709280859533
"165","E02000172",4034,1491,0.369608329201785,68,0.04560697518444,1482,0.36737729300942,-0.00223103619236492,77,0.0519217801753203,0.631480499088032
"166","E02000173",3502,1738,0.496287835522559,191,0.109896432681243,1729,0.493717875499714,-0.0025699600228441,200,0.115606936416185,0.571050373494215
"167","E02000174",3551,1390,0.3914390312588,67,0.0482014388489209,1381,0.388904533934103,-0.00253449732469729,76,0.0549927641099855,0.679132526106466
"168","E02000175",4308,1662,0.385793871866295,102,0.0613718411552347,1653,0.383704735376045,-0.00208913649025072,111,0.0671100362756953,0.573819512046063
"169","E02000176",3004,1278,0.4254327563249,114,0.0892018779342723,1269,0.422436750998668,-0.00299600532623168,123,0.0968503937007874,0.764851576651511
"170","E02000177",3654,1363,0.373015873015873,64,0.0469552457813646,1354,0.370552818828681,-0.00246305418719212,73,0.0538745387453875,0.691929296402281
"171","E02000178",4166,1577,0.378540566490638,64,0.0405833861762841,1568,0.376380220835334,-0.00216034565530482,73,0.0465264499681326,0.594306379184849
"172","E02000179",2547,1272,0.499411071849234,108,0.0849056603773585,1263,0.495877502944641,-0.00353356890459361,117,0.0925632911392405,0.765763076188201
"173","E02000180",4642,1189,0.256139595002154,66,0.0555088309503785,1180,0.25420077552779,-0.00193881947436447,75,0.0635055038103302,0.799667285995175
"174","E02000181",3751,1553,0.414022927219408,117,0.0753380553766903,1544,0.411623567048787,-0.00239936017062115,126,0.0815533980582524,0.621534268156215
"175","E02000182",3082,1544,0.500973393900065,158,0.102331606217617,1535,0.49805321219987,-0.0029201817001947,167,0.108723958333333,0.639235211571675
"176","E02000183",3617,1782,0.492673486314625,156,0.0875420875420875,1773,0.490185236383743,-0.00248824993088193,165,0.0930101465614431,0.546805901935551
"177","E02000184",3635,1121,0.308390646492435,65,0.0579839429081178,1112,0.305914718019257,-0.0024759284731774,74,0.0664869721473495,0.850302923923175
"178","E02000185",4068,1358,0.333824975417896,79,0.0581737849779087,1349,0.331612586037365,-0.00221238938053098,88,0.0651851851851852,0.701140020727649
"179","E02000186",2941,1073,0.364841890513431,105,0.097856477166822,1064,0.361781706902414,-0.00306018361101668,114,0.107042253521127,0.918577635430476
"180","E02000187",3083,1183,0.383717158611742,62,0.0524091293322063,1174,0.380797924099903,-0.00291923451183912,71,0.0604255319148936,0.801640258268736
"181","E02000188",3616,984,0.27212389380531,44,0.0447154471544715,975,0.269634955752212,-0.0024889380530973,53,0.0543032786885246,0.958783153405304
"182","E02000191",3008,696,0.231382978723404,123,0.176724137931034,687,0.228390957446809,-0.00299202127659573,132,0.191860465116279,1.51363271852446
"183","E02000192",3088,1073,0.347474093264249,170,0.158434296365331,1064,0.344559585492228,-0.00291450777202074,179,0.168075117370892,0.964082100556116
"184","E02000193",3101,1067,0.344082554014834,146,0.136832239925023,1058,0.341180264430829,-0.00290228958400512,155,0.146364494806421,0.953225488139772
"185","E02000194",4203,2704,0.643349988103735,78,0.0288461538461538,2695,0.641208660480609,-0.00214132762312635,87,0.0322700296735905,0.342387582743665
"186","E02000195",3490,3556,1.0189111747851,141,0.0396512935883015,3547,1.0163323782235,-0.00257879656160465,150,0.0422773393461105,0.262604575780902
"187","E02000196",2816,2517,0.893821022727273,76,0.0301946762018276,2508,0.890625,-0.00319602272727271,85,0.0338780390593862,0.368336285755864
"188","E02000197",3318,2839,0.855635925256178,74,0.02606551602677,2830,0.852923447860157,-0.00271247739602165,83,0.0293182620981985,0.325274607142853
"189","E02000198",3502,2613,0.746145059965734,58,0.0221967087638729,2604,0.74357509994289,-0.00256996002284415,67,0.0257197696737044,0.352306090983147
