Local.Authority.Code,Petrol2024Q2,Diesel2024Q2,Hybrid2024Q2,BEV2024Q2,PHEV2024Q2,TotalCars,Petrol,Diesel,Hybrid,BEV,PHEV,Local.Authority,link_length_km,link_length_miles,cars_and_taxis,all_motor_vehicles,PetrolMile,DieselMile,HybridMile,BEVMile,PHEVMile,PetrolCO2e,DieselCO2e,HybridCO2e,BEVCO2e,PHEVCO2e,BaseCO2e,pCarBaseCO2e,pCarAnnMile,pBEVAnnCO2e,pHyVAnnCO2e,reduceCO2pBEVcc,reduceCO2pHyVc
E06000027,40600,23300,2900,892,531,68223,0.595107222,0.341527051,0.042507659,0.01307477,0.007783299,Torbay,524.99,326.21,344700000,419500000,205133459.4,117724374.5,14652389.96,4506873.049,2682903.127,54304980.7,32178780.52,2972676.874,344099.7573,466610.5118,90267148.37,1323.119012,5052.548261,385.7620597,1025.060991,937.3569525,298.058021
E06000054,186600,112000,15900,22461,11832,348793,0.534987801,0.321107362,0.045585777,0.064396361,0.033922699,Wiltshire,4675.62,2905.3,2837100000,3724100000,1517813890,911013695.8,129331408.6,182698916.3,96242089.72,401810871,249016483.6,26238756.18,13949062.26,16738424.24,707753597.3,2029.150807,8134.050855,621.0347828,1650.236238,1408.116024,378.9145691
E10000008,253500,172400,18900,8839,5560,459199,0.552048241,0.375436358,0.041158626,0.019248735,0.01210804,Devon,13017.97,8088.99,4436600000,5875900000,2449217224,1665660944,182604361.1,85398939.02,53718531.62,648381275.7,455291762.5,37046772.77,6520208.994,9342727.019,1156582747,2518.696136,9661.606406,737.6636491,1960.146708,1781.032487,558.5494285
E10000013,211900,129400,13900,7821,4456,367477,0.576634728,0.352130882,0.037825497,0.021282965,0.012125929,Gloucestershire,5625.12,3495.29,3325900000,4342400000,1917829442,1171152099,125803819,70785012.12,40329627.16,507706988.3,320122714.8,25523078.8,5404435.676,7014128.756,865771346.3,2355.987848,9050.634461,691.0159411,1836.19272,1664.971907,519.7951282
E10000027,186900,126800,12200,5390,2945,334235,0.559187398,0.379373794,0.036501264,0.016126378,0.008811166,Somerset,6798.01,4224.09,3429200000,4511100000,1917565426,1300948614,125170134.8,55300575.94,30215249.75,507637095.1,355601294.2,25394516.95,4222198.973,5255036.236,898110141.4,2687.061922,10259.84711,783.3393271,2081.517782,1903.722595,605.5441393
W06000014,41600,24800,3500,1365,764,72029,0.577545155,0.344305766,0.04859154,0.0189507,0.010606839,The Vale of Glamorgan,947.63,588.83,545600000,674100000,315108636.8,187853225.8,26511543.96,10339502.14,5787091.31,83418709.42,51347800.74,5378662.039,789420.9888,1006490.921,141941084.1,1970.610228,7574.726846,578.3303947,1536.760583,1392.279833,433.8496453
W06000001,18500,18800,1200,476,289,39265,0.471157519,0.478797912,0.030561569,0.012122756,0.007360244,Isle of Anglesey,1216.1,755.65,302100000,405300000,142336686.6,144644849.1,9232649.943,3662284.477,2223529.861,37680791.05,39537223.05,1873120.02,279615.4198,386716.3135,79757465.86,2031.261069,7693.874952,587.4273526,1560.93335,1443.833716,470.3277182
W06000002,28300,29900,2100,657,365,61322,0.46149832,0.487590098,0.034245458,0.010713936,0.005952187,Gwynedd,2511.62,1560.65,641200000,853100000,295912723,312642770.9,21958187.93,6869775.937,3816542.187,78336975.16,85457775.01,4454877.166,524507.3928,663773.0172,169437907.7,2763.085153,10456.27996,798.3369753,2121.370079,1964.748178,641.7150737
W06000003,32600,25100,2800,889,475,61864,0.526962369,0.405728695,0.045260572,0.014370231,0.007678133,Conwy,1650.39,1025.5,607800000,792200000,320287727.9,246601900.9,27509375.4,8734226.691,4666769.042,84789770.21,67406163.6,5581102.082,666858.2078,811644.4717,159255538.6,2574.284537,9824.77693,750.1217186,1993.250744,1824.162818,581.0337931
W06000004,26600,22400,1800,816,344,51960,0.511932256,0.431100847,0.034642032,0.015704388,0.006620477,Denbighshire,1441.57,895.75,427900000,563800000,219055812.2,184468052.3,14823325.64,6719907.621,2832902.232,57990645.15,50422497.43,3007356.305,513064.9469,492698.3563,112426262.2,2163.707894,8235.180908,628.7560624,1670.753503,1534.951832,492.9543917
W06000005,47900,35800,3500,1223,557,88980,0.538323219,0.402337604,0.039334682,0.013744662,0.006259834,Flintshire,1292.85,803.34,839400000,1083100000,451868509.8,337722184.8,33017532.03,11537269.05,5254504.383,119623150.6,92312981.98,6698596.898,880870.4919,913863.4023,220429463.4,2477.292238,9433.58058,720.2538773,1913.884828,1757.038361,563.4074103
W06000006,37800,29800,2400,830,507,71337,0.529879305,0.417735537,0.03364313,0.011634916,0.007107111,Wrexham,1215.68,755.39,513500000,6.69E+08,272093023.3,214507198.2,17275747.51,5974529.347,3649501.661,72031186.05,58633397.56,3504903.654,456155.3156,634721.3289,135260363.9,1896.075864,7198.228128,549.5847176,1460.376523,1346.491146,435.6993413
W06000023,37500,35900,2700,990,623,77713,0.482544748,0.461956172,0.034743222,0.012739181,0.008016677,Powys,5348.09,3323.15,708200000,1005200000,341738190.5,327157361.1,24605149.72,9021888.23,5677410.472,90468351.18,89425193.07,4991892.775,688821.1663,987415.2293,186561673.4,2400.649485,9113.018414,695.7789559,1848.849176,1704.870529,551.8003091
W06000008,18400,18400,1100,526,263,38689,0.475587376,0.475587376,0.028431854,0.013595596,0.006797798,Ceredigion,2260.17,1404.4,335400000,469100000,159512006,159512006,9536043.837,4559962.78,2279981.39,42227613.35,43601011.72,1934672.574,348153.1583,396534.3634,88507985.16,2287.678285,8669.130761,661.8881336,1758.793249,1625.790151,528.8850361
W06000009,36400,30100,2800,962,406,70668,0.515084621,0.42593536,0.039621894,0.013612951,0.005745175,Pembrokeshire,2603.31,1617.62,511500000,701600000,263465783.7,217865936.5,20266598.74,6963024.283,2938656.818,69747296.91,59551475.08,4111687.553,531626.904,511091.1938,134453177.6,1902.603408,7238.07098,552.6267193,1468.45984,1349.976689,434.1435677
W06000010,54000,45000,4500,1398,633,105531,0.511697984,0.426414987,0.042641499,0.013247292,0.005998237,Carmarthenshire,3573.65,2220.56,928600000,1267600000,475162748.4,395968957,39596895.7,12301435.6,5569963.328,125789834.4,108234154.7,8033418.199,939214.6078,968728.0221,243965349.9,2311.788478,8799.310155,671.8273304,1785.204044,1639.961148,526.5844341
W06000011,76200,45000,6800,2531,1764,132295,0.575985487,0.34014891,0.05140028,0.019131486,0.013333837,Swansea,1171.78,728.11,900400000,1117600000,518617332.5,306270078.2,46280811.82,17225990.4,12005787.07,137293566.4,83715863.18,9389451.102,1315204.367,2088046.487,233802131.6,1767.278669,6806.001739,519.6382327,1380.801633,1247.640437,386.4770367
W06000012,41000,25900,3400,838,417,71555,0.572985815,0.361959332,0.047515897,0.011711271,0.005827685,Neath Port Talbot,878.89,546.12,665500000,858400000,381322060,240883935.4,31621829.36,7793850.884,3878324.366,100947388.9,65843214.91,6415436.741,595060.515,674518.1737,174475619.3,2438.342803,9300.538048,710.0960799,1886.893159,1728.246723,551.449644
W06000013,44300,26900,4300,1868,1158,78526,0.56414436,0.342561699,0.054758933,0.023788299,0.014746708,Bridgend,815.59,506.78,683200000,860300000,385423426.6,234038153,37411303.26,16252166.16,10074950.97,102033143.7,63971988.73,7590005.206,1240852.886,1752235.473,176588226,2248.786721,8700.303084,664.2681405,1765.11749,1584.51858,483.669231
W06000015,90700,49800,7900,2544,1449,152393,0.595171694,0.326786663,0.051839651,0.01669368,0.009508311,Cardiff,1109.07,689.14,1592400000,1961400000,947751405.9,520375082.8,82549460.93,26583016.28,15141034.04,250898229.7,142239325.1,16747634.63,2029613.293,2633328.64,414548131.4,2720.257042,10449.29885,797.8039674,2119.953751,1922.453075,600.3032908
W06000016,67500,44600,4400,1258,626,118384,0.570178402,0.3767401,0.037167185,0.010626436,0.005287877,"Rhondda, Cynon, Taff",1213.76,754.2,1.08E+09,1356400000,615792674.7,406879308,40140559.54,11476550.89,5710906.879,163018794.8,111216390.1,8143716.718,876234.6601,993240.9244,284248377.1,2401.070897,9122.85444,696.5299365,1850.844709,1704.540961,550.2261887
W06000024,14700,11900,800,255,132,27787,0.529024364,0.428257818,0.028790442,0.009176953,0.004750423,Merthyr Tydfil,347.15,215.71,221900000,277400000,117390506.4,95030409.9,6388598.985,2036365.927,1054118.833,31076788.75,25975612.24,1296118.962,155476.5385,183332.3474,58687328.84,2112.04264,7985.748731,609.7119156,1620.148703,1502.330724,491.8939374
W06000018,49800,36100,3200,1030,496,90626,0.549511178,0.398340432,0.035309955,0.011365392,0.005473043,Caerphilly,1017.86,632.47,580100000,7.30E+08,318771434.2,231077284.7,20483305.01,6593063.801,3174912.277,84388361.79,63162664.99,4155652.921,503380.4212,552180.7432,152762240.9,1685.633713,6401.032816,488.7188555,1298.641538,1196.914857,386.9921751
W06000019,17800,15700,900,267,118,34785,0.51171482,0.45134397,0.025873221,0.007675722,0.003392267,Blaenau Gwent,420.92,261.55,202900000,255600000,103826936.9,91577691.53,5249676.585,1557404.053,688290.93,27486105.01,25031846.2,1065054.386,118907.7995,119707.5585,53821620.95,1547.265228,5832.973983,445.3475636,1183.393762,1101.917664,363.8714662
W06000020,28100,18100,2000,659,255,49114,0.572138291,0.368530358,0.040721587,0.013417763,0.005192002,Torfaen,485.07,301.41,350200000,430800000,200362829.3,129059331.4,14260699.6,4698900.517,1818239.199,53042051.81,35277077.63,2893210.734,358761.0545,316228.1614,91887329.39,1870.898917,7130.349798,544.4022071,1446.605367,1326.49671,424.2935495
W06000021,30800,21900,2200,1100,608,56608,0.544092708,0.386871114,0.038863765,0.019431882,0.010740531,Monmouthshire,1631.87,1014,7.00E+08,947200000,380864895.4,270809779.5,27204635.39,13602317.69,7518371.962,100826363.8,74023145.14,5519276.427,1038536.956,1307595.252,182714917.5,3227.72254,12365.74336,944.1245054,2508.762012,2283.598035,718.9605275
W06000022,43900,29000,3700,1284,634,78518,0.559107466,0.369342062,0.047122953,0.016352938,0.008074582,Newport,764.56,475.08,931200000,1219900000,520640872.2,343931327.8,43880893.55,15227856.03,7519050.409,137829258.1,94010189.15,8902555.684,1162646.808,1307713.247,243212363,3097.536399,11859.70096,905.4881683,2406.096131,2192.048231,691.4402682
S12000033,60900,25700,5200,1850,1216,94866,0.64195813,0.270908439,0.054814159,0.019501191,0.01281808,Aberdeen City,1066.43,662.65,752200000,9.50E+08,482880905.7,203777328,41231210.34,14668795.99,9641759.956,127833062.2,55700494.84,8364987.954,1119962.574,1676894.892,194695402.4,2052.32014,7929.078911,605.3851749,1608.65153,1446.934965,443.6686107
S12000034,78000,56800,6800,3026,1656,146282,0.533216664,0.388291109,0.046485555,0.020686072,0.0113206,Aberdeenshire,6271.63,3897.01,1422400000,1974500000,758447382.5,552305273.4,66121053.85,29423868.97,16102421.35,200783775.6,150967123.4,13414639.41,2246512.396,2800533.121,370212583.9,2530.814344,9723.68439,742.4033032,1972.741089,1788.411041,558.0732551
S12000041,33800,21600,3300,1077,499,60276,0.560753866,0.358351583,0.054748158,0.017867808,0.008278585,Angus,1936.59,1203.34,497400000,696100000,278918972.7,178244077.2,27231734.02,8887447.74,4117768.266,73838219.65,48721236.07,5524774.199,678556.635,716162.2568,129478948.8,2148.101215,8252.040613,630.0433008,1674.174,1518.057914,473.927215
S12000035,23200,16700,2200,681,399,43180,0.53728578,0.386753126,0.050949514,0.01577119,0.009240389,Argyll & Bute,2699.12,1677.16,424100000,595800000,227862899.5,164022000.9,21607688.74,6688561.834,3918849.004,60322145.38,44833773.73,4383767.893,510671.696,681566.2188,110731924.9,2564.426237,9821.676702,749.8850162,1992.621769,1814.541221,571.8044679
S12000036,116400,44400,11900,4955,2680,180335,0.645465384,0.246208445,0.0659883,0.027476641,0.01486123,City of Edinburgh,1588.26,986.9,1452500000,1888700000,937538470.1,357617766.9,95848005.1,39909820.61,21585937.28,248194559.2,97751240.41,19445643.28,3047114.804,3754226.212,372192783.9,2063.896547,8054.45421,614.957579,1634.08767,1448.938969,429.8088773
S12000005,16100,8800,1200,446,178,26724,0.602454722,0.329292022,0.044903458,0.016689118,0.00666068,Clackmannanshire,315.03,195.75,163600000,210800000,98561592.58,53872174.82,7346205.658,2730339.769,1089687.173,26092210.4,14725420.27,1490398.204,208461.4414,189518.3931,42706008.71,1598.039542,6121.838048,467.402335,1241.998503,1130.637207,356.0410383
S12000006,39300,33500,3500,973,582,77855,0.504784535,0.430287072,0.044955366,0.012497592,0.007475435,Dumfries & Galloway,4658.68,2894.77,899300000,1400500000,453952732.6,386957164,40428360.41,11239084.19,6722658.789,120174906.9,105770871.2,8202105.761,858104.0783,1169204.817,236175192.8,3033.526334,11550.96012,881.915805,2343.458789,2151.610529,690.0675456
S12000042,37200,16500,2800,1342,440,58282,0.638275969,0.283106276,0.048042277,0.023025977,0.007549501,Dundee City,619.5,384.94,424800000,529900000,271139631.4,120263546.2,20408359.36,9781435.091,3207027.899,71778794.63,32872837.72,4140447.946,746812.5692,557766.2922,110096659.2,1889.03365,7288.69977,556.4922274,1478.731409,1332.541422,410.3022402
S12000008,33700,21500,2600,1036,367,59203,0.569227911,0.363157272,0.043916693,0.017499113,0.00619901,East Ayrshire,1338.61,831.77,5.15E+08,713100000,293152374,187025995.3,22617097.11,9012043.309,3192490.245,77606227.98,51121685.56,4588556.661,688069.5066,555237.9035,134559777.6,2272.854038,8698.883503,664.1597554,1764.829485,1608.694282,508.0245529
S12000045,34800,15100,3000,1457,736,55093,0.631659194,0.274082007,0.054453379,0.026446191,0.013359229,East Dunbartonshire,557.66,346.51,276600000,348900000,174716933.2,75811083.08,15061804.58,7315016.427,3695162.725,46252813.72,20722201.45,3055738.914,558501.5042,642662.7011,71231918.29,1292.939544,5020.601528,383.3229267,1018.579638,909.6166172,274.3599058
S12000010,33100,17100,3000,1425,600,55225,0.599366229,0.309642372,0.054323223,0.025803531,0.010864645,East Lothian,1129.04,701.55,476800000,637400000,285777818,147637483,25901312.81,12303123.59,5180262.562,75653961.76,40355229.61,5254858.343,939343.4857,900951.2648,123104344.5,2229.141593,8633.770937,659.188411,1751.619448,1569.953182,477.5221452
S12000011,29900,13900,3100,1464,680,49044,0.609656635,0.283418971,0.063208547,0.029850746,0.013865101,East Renfrewshire,532.43,330.84,378300000,491100000,230633105,107217396.6,23911793.49,11292537.31,5245167.605,61055501.88,29306803.19,4851224.664,862185.2239,912239.5498,96987954.51,1977.570233,7713.481771,588.9243333,1564.911182,1388.6459,412.6590512
S12000014,49400,25900,4800,1536,690,82326,0.600053446,0.31460292,0.058304788,0.018657532,0.008381313,Falkirk,976.89,607.01,744100000,9.93E+08,446499769.2,234096032.8,43384592.96,13883069.75,6236535.238,118201883.9,63987809.62,8801866.22,1059972.375,1084658.209,193136190.3,2345.992643,9038.456867,690.0861818,1833.722129,1655.906461,512.2705139
S12000047,109100,63100,8400,3471,1570,185641,0.587693451,0.339903362,0.045248625,0.018697378,0.008457183,Fife,2810.74,1746.51,1431400000,1886300000,841224406.2,486537672.2,64768881.87,26763427.26,12105612.45,222697337.1,132990207.3,13140310.75,2043387.671,2105408.117,372976650.9,2009.128646,7710.581175,588.7028727,1564.322709,1420.425773,444.8059368
S12000049,133100,63600,10600,4633,1830,213763,0.62265219,0.297525765,0.049587627,0.021673536,0.008560883,Glasgow City,1928.54,1198.34,1.72E+09,2218700000,1070961766,511744315,85290719.16,37278481.31,14724718.5,283515708.3,139880191.1,17303781.1,2846212.048,2560923.041,446106815.6,2086.922506,8046.29426,614.3345668,1632.43218,1472.587939,454.4903261
S12000017,61300,52300,5400,1812,1097,121909,0.502834081,0.429008523,0.044295335,0.014863546,0.008998515,Highland,8010.22,4977.32,1345500000,1916100000,676563256.2,577230967.4,59599373.3,19998900.82,12107502.32,179106590.8,157780312.6,12091520.86,1526916.078,2105736.803,352611077.2,2892.412186,11036.92098,842.668917,2239.170529,2049.743269,653.241657
S12000018,21600,11000,1500,496,255,34851,0.619781355,0.315629394,0.043040372,0.014232016,0.007316863,Inverclyde,422.25,262.37,262200000,325400000,162506671.3,82758027.03,11285185.5,3731634.673,1918481.536,43020391.08,22621079.11,2289538.435,284910.3073,333662.3087,68549581.24,1966.932979,7523.457003,574.4159422,1526.358957,1392.517037,440.574022
S12000019,28700,14000,2800,1109,482,47091,0.609458283,0.297296723,0.059459345,0.023550148,0.010235501,Midlothian,711.69,442.22,322600000,4.26E+08,196611242.1,95907922.96,19181584.59,7597277.611,3301972.776,52048894.11,26215471.66,3891559.882,580052.1456,574279.1052,83310256.91,1769.133314,6850.565926,523.0407084,1389.842815,1246.092606,379.2904994
S12000020,26500,19400,2300,726,474,49400,0.536437247,0.392712551,0.046558704,0.014696356,0.009595142,Moray,1777.2,1104.3,358500000,5.08E+08,192312753,140787449.4,16691295.55,5268643.725,3439858.3,50910955.11,38482841.42,3386330.04,402260.9484,598260.1555,93780647.67,1898.393678,7257.08502,554.0784413,1472.317409,1344.315236,426.0762687
S12000013,7600,5200,400,130,82,13412,0.566656725,0.387712496,0.029824038,0.009692812,0.006113928,Comhairle nan Eilean Siar,1274.43,791.89,9.70E+07,138300000,54965702.36,37608112.14,2892931.703,940202.8035,593050.9991,14551070.38,10279801.37,586917.9839,71784.48404,103143.4298,25592717.65,1908.195471,7232.329257,552.1883388,1467.29496,1356.007132,440.9005111
S12000021,37400,21800,3300,1047,437,63984,0.58452113,0.340710178,0.051575394,0.016363466,0.006829832,North Ayrshire,1163.45,722.93,383200000,495600000,223988497.1,130560140,19763690.92,6270480.12,2617191.798,59296474.84,35687308.68,4009657.614,478751.1572,455181.9975,99927374.29,1561.755662,5988.997249,457.25994,1215.047762,1104.495722,346.7079003
S12000050,92800,52600,7800,2878,1206,157284,0.590015513,0.334426897,0.049591821,0.01829811,0.007667659,North Lanarkshire,1774.36,1102.54,1552300000,2102900000,915881081.4,519130871.5,76981383.99,28404156.81,11902506.29,242461198.7,141899232.4,15617983.18,2168657.373,2070083.895,404217155.5,2569.982678,9869.408204,753.5293164,2002.305536,1816.453362,567.6771416
S12000023,5700,4700,300,377,131,11208,0.50856531,0.419343326,0.026766595,0.033636688,0.01168808,Orkney Islands,1044.07,648.76,59600000,90500000,30310492.51,24992862.24,1595289.079,2004746.61,696609.5646,8024096.681,6831548.965,323652.2484,153062.4036,121154.3355,15453514.63,1378.79324,5317.630264,406.0010707,1078.840828,972.7921693,299.952412
S12000048,43600,30400,4000,1877,982,80859,0.53921023,0.375963096,0.049468828,0.023213248,0.012144597,Perth & Kinross,2910.73,1808.64,1099600000,1562800000,592915569.1,413409020.6,54395923.77,25525287.23,13354199.29,156962538.6,113001221.7,11035845.01,1948855.68,2322562.34,285271023.3,3528.005829,13598.98094,1038.282195,2758.961254,2489.723634,769.0445756
S12000038,67800,29900,11700,9661,6006,125067,0.542109429,0.239071857,0.093549857,0.077246596,0.04802226,Renfrewshire,989.37,614.77,787700000,1004100000,427019597.5,188316902.1,73689222.58,60847143.53,37827134.26,113044898,51474542.03,14950069.48,4645679.409,6578895.19,190694084.2,1524.735415,6298.224152,480.869414,1277.783716,1043.866001,246.9516991
S12000026,32200,24500,3300,1082,623,61705,0.521837777,0.397050482,0.053480269,0.017535046,0.010096427,Scottish Borders,3259.31,2025.24,5.53E+08,779400000,288576290.4,219568916.6,29574588.77,9696880.318,5583323.88,76394801.36,60016967.67,6000092.569,740356.8123,971051.6892,144123270.1,2335.682199,8961.996597,684.2484402,1818.20987,1651.433759,517.4723296
S12000027,6300,4200,1000,163,93,11756,0.535896563,0.357264376,0.085062947,0.01386526,0.007910854,Shetland Islands,1033.56,642.22,94600000,139800000,50695814.9,33797209.94,8046954.747,1311653.624,748366.7914,13420703.08,9238129.364,1632566.179,100144.7542,130155.9524,24521699.33,2085.888,8046.954747,614.3849949,1632.566179,1471.503005,453.3218211
S12000028,32900,19000,3100,1069,513,56582,0.581457,0.335795836,0.054787742,0.018892934,0.009066488,South Ayrshire,1325.96,823.91,4.81E+08,654600000,279680817.2,161517797.2,26352903.75,9087501.326,4360980.524,74039902.74,44149274.68,5346477.113,693830.7262,758461.7327,124987947,2208.970114,8500.936694,649.0465166,1724.670036,1559.923598,484.3000777
S12000029,95200,52100,8400,3497,1625,160822,0.591958812,0.323960652,0.05223166,0.021744537,0.010104339,South Lanarkshire,2570.98,1597.53,1212200000,1766400000,717572471.4,392705102.5,63315218.07,26358728.28,12248479.69,189962960.4,107342012.7,12845391.44,2012488.904,2130255.587,314293109,1954.291757,7537.52596,575.4901071,1529.213267,1378.80165,425.0784906
S12000030,29400,16900,4100,6494,5881,62775,0.468339307,0.269215452,0.065312624,0.103448825,0.093683791,Stirling,1195.87,743.08,594200000,795700000,278287216.2,159967821.6,38808761.45,61469291.92,55666908.8,73670974.76,43725604.35,7873521.523,4693180.438,9681588.779,139644869.8,2224.529986,9465.551573,722.6948626,1920.371103,1501.835123,304.1588825
S12000039,23900,12800,1800,579,324,39403,0.606552801,0.324848362,0.045681801,0.014694313,0.008222724,West Dunbartonshire,426.94,265.29,333500000,417700000,202285359,108336928.7,15234880.59,4900553.257,2742278.507,53551003.08,29612816.08,3090852.575,374157.2412,476937.0779,87105766.06,2210.637922,8463.822552,646.2128518,1717.140319,1564.425071,493.4976032
S12000040,55000,29300,4800,2093,889,92082,0.597293716,0.318194653,0.052127452,0.022729741,0.009654438,West Lothian,1210.98,752.47,8.65E+08,1179300000,516659064.7,275238374.5,45090245.65,19661225.86,8351089.247,136775154.2,75233657.28,9147909.038,1501134.595,1452421.442,224110276.6,2433.812,9393.801177,717.2167199,1905.814383,1716.59528,527.997617
