Local.Authority.Code,Petrol2024Q2,Diesel2024Q2,Hybrid2024Q2,BEV2024Q2,PHEV2024Q2,TotalCars,Petrol,Diesel,Hybrid,BEV,PHEV,Local.Authority,link_length_km,link_length_miles,cars_and_taxis,all_motor_vehicles,PetrolMile,DieselMile,HybridMile,BEVMile,PHEVMile,PetrolCO2e,DieselCO2e,HybridCO2e,BEVCO2e,PHEVCO2e,BaseCO2e,pCarBaseCO2e,pCarAnnMile,pBEVAnnCO2e,pHyVAnnCO2e,reduceCO2pBEVcc,reduceCO2pHyVc
E08000029,72700,34900,7300,6064,3046,124010,0.586243045,0.281428917,0.05886622,0.048899282,0.024562535,Solihull,878.8,546.06,1124500000,1439100000,659230304,316466817.2,66195064.91,54987242.96,27620570.92,174518038.4,86503039.81,13429654.77,4198276,4803769.695,283452778.7,2285.725173,9067.817112,692.3278365,1839.678736,1593.397336,446.046437
E08000030,71500,47100,5500,1590,1136,126826,0.563764528,0.371374955,0.043366502,0.012536862,0.008957154,Walsall,880.24,546.96,749300000,997400000,422428760.7,278271253.5,32494520.05,9393870.342,6711595.414,111829565.8,76062664.44,6592488.228,717222.0006,1167280.674,196369221.2,1548.335682,5908.094555,451.0830193,1198.634223,1097.252662,349.7014583
E08000031,63700,44500,5600,1530,997,116327,0.547594282,0.382542316,0.048140157,0.013152579,0.008570667,Wolverhampton,743.86,462.21,571900000,706900000,313169169.7,218775950.6,27531355.58,7521959.648,4901564.555,82905274.29,59800218.32,5585561.419,574301.6191,852480.1074,149717835.8,1287.042868,4916.313496,375.3605354,997.421682,911.682333,289.6211864
E10000034,210600,121700,15600,7949,5199,361048,0.583301943,0.337074295,0.043207551,0.022016463,0.014399747,Worcestershire,4277.79,2658.1,3382500000,4472200000,1973018823,1140153802,146149542.4,74470686.72,48707145.59,522317273,311649640.3,29650819.17,5685836.931,8471146.761,877774716.2,2431.185649,9368.560413,715.2895875,1900.693537,1715.896061,530.4921124
E06000055,56200,32200,7600,2160,1503,99663,0.563900344,0.323088809,0.076256986,0.021673038,0.015080822,Bedford,977.98,607.69,676400000,874200000,381422192.8,218537270.6,51580225.36,14659643,10200668.25,100973897.1,59734977.55,10464596.12,1119263.743,1774100.222,174066834.7,1746.554235,6786.871758,518.1776587,1376.920542,1228.376576,369.6336928
E06000056,105600,53700,8700,4173,2670,174843,0.603970419,0.307132685,0.049758927,0.023867127,0.015270843,Central Bedfordshire,1477.5,918.08,1575800000,2153700000,951736586.5,483979684.6,78410116.5,37609817.95,24063794.38,251953226.6,132291007,15907844.44,2871509.601,4185175.118,407208762.7,2328.996658,9012.657069,688.1163673,1828.487866,1640.880291,500.5087919
E06000032,49800,32500,7000,1126,1157,91583,0.54376904,0.354869353,0.076433399,0.012294858,0.012633349,Luton,468.79,291.29,4.03E+08,506500000,219138923.2,143012349.5,30802659.88,4954827.861,5091239.641,58012647.13,39090995.6,6249243.637,378301.1072,885468.3983,104616655.9,1142.315232,4400.379983,335.9690117,892.749091,806.3462201,249.5661408
E06000031,73800,49100,11100,32611,23354,189965,0.388492617,0.258468665,0.058431816,0.171668465,0.122938436,Peterborough,997.13,619.59,920600000,1190100000,357646303.3,237946253.3,53792330.17,158037989.1,113177124.2,94679705.86,65040228.87,10913387.94,12066200.47,19683765.44,202383288.6,1065.371456,4846.155871,370.0040007,983.1881031,695.367455,82.18335263
E06000033,54800,20900,4000,1200,699,81599,0.671576858,0.25613059,0.049020209,0.014706063,0.008566281,Southend-on-Sea,458.04,284.61,327800000,397700000,220142893.9,83959607.35,16068824.37,4820647.312,2808027.059,58278428.3,22949519.07,3260043.089,368056.4223,488372.0661,85344418.95,1045.900305,4017.206093,306.7136852,815.0107722,739.1866194,230.8895324
E06000034,53000,24800,4800,1359,1269,85228,0.62186136,0.290984184,0.056319519,0.015945464,0.014889473,Thurrock,603.43,374.95,788400000,1113600000,490275496.3,229411930.4,44402309.1,12571403.76,11738860.47,129790632.1,62707457.04,9008340.47,959826.6774,2041622.613,204507878.9,2399.538637,9250.481063,706.2742291,1876.737598,1693.264408,522.8010389
E10000003,198200,128700,18000,9169,5859,359928,0.550665689,0.357571514,0.050010002,0.025474539,0.016278256,Cambridgeshire,4670.78,2902.29,3699400000,5108400000,2037132649,1322800060,185007001.4,94240510.88,60219778.96,539290126.1,361574168.4,37534220.44,7195263.006,10473423.96,956067201.9,2656.273482,10278.16674,784.7380309,2085.234469,1871.535451,571.0390131
E10000012,514700,243100,45400,16246,12147,831593,0.618932579,0.292330503,0.054594014,0.019535999,0.014606905,Essex,8346.91,5186.53,7205100000,9685500000,4459471123,2106270507,393355331.3,140758826.3,105244211.7,1180555791,575727980.5,79803929.61,10746936.38,18304073.29,1865138710,2242.850421,8664.214345,661.5127653,1757.795806,1581.337656,485.0546148
E10000015,403300,151800,39000,16439,10609,621148,0.649281653,0.244386201,0.062786969,0.026465512,0.017079665,Hertfordshire,5003.36,3108.94,5569800000,7358300000,3616368949,1361182263,349710858,147407610.1,95130320.31,957361351.9,372065559.6,70949338.86,11254571.03,16545065.31,1428175887,2299.25217,8966.945076,684.6262565,1819.213817,1614.625913,480.0383528
E10000020,272400,195400,19500,8054,4276,499630,0.545203451,0.391089406,0.039028881,0.016119929,0.008558333,Norfolk,9951.9,6183.82,4104700000,5408600000,2237896603,1605304685,160201849.4,66167471.53,35129390.15,592438367.8,438793982.7,32501751.2,5051886.451,6109703.535,1074895692,2151.383407,8215.479455,627.2518564,1666.756472,1524.131551,484.6269354
E10000029,247900,161300,16700,7306,4364,437570,0.566537925,0.368626734,0.038165322,0.016696757,0.009973261,Suffolk,6756.98,4198.59,3019700000,4104700000,1710774573,1113142149,115247823.2,50419197.39,30116257.51,452893352.8,304266274.9,23381478.37,3849505.72,5237819.507,789628431.3,1804.576254,6901.067258,526.8964851,1400.088525,1277.679768,404.4877283
E09000007,25400,5400,3700,3041,1580,39121,0.649267657,0.138033281,0.094578359,0.077733187,0.040387516,Camden,277.21,172.25,194700000,273800000,126412412.8,26875079.88,18414406.58,15134651.47,7863449.298,33465158.03,7346034.335,3735914.808,1155530.639,1367611.102,47070248.92,1203.196465,4976.866645,379.9837683,1009.706705,823.2126969,193.4897604
E09000001,1100,500,200,390,183,2373,0.463548251,0.210703751,0.0842815,0.164348925,0.077117573,City of London,47.68,29.63,47900000,74300000,22203961.23,10092709.65,4037083.86,7872313.527,3693931.732,5878054.657,2758741.256,819043.5735,601051.1378,642448.6068,10699339.23,4508.781808,20185.4193,1541.156764,4095.217868,2967.625044,413.5639404
E09000012,28000,6300,3900,1263,998,40461,0.692024419,0.155705494,0.096389115,0.031215244,0.024665727,Hackney,270.43,168.04,194300000,271900000,134460344.5,30253577.52,18728405.13,6065121.969,4792550.851,35595687.01,8269512.879,3799618.833,463072.0624,833520.4441,48961411.23,1210.089005,4802.155162,366.6445466,974.2612392,843.4444583,235.8277656
E09000013,27400,7000,3600,5473,2169,45642,0.600324263,0.153367512,0.078874721,0.119911485,0.047522019,Hammersmith and Fulham,220.05,136.73,212700000,299600000,127688970.7,32621269.88,16776653.08,25505172.87,10107933.48,33803101.21,8916697.91,3403647.377,1947319.948,1757971.791,49828738.24,1091.729947,4660.181412,355.8048508,945.4576048,735.9250961,146.2723421
E09000014,42400,9100,5500,1945,1807,60752,0.69791941,0.149789307,0.090531999,0.032015407,0.029743877,Haringey,353.91,219.91,234300000,318100000,163522517.8,35095634.71,21211647.35,7501209.837,6968990.321,43289316.13,9593040.792,4303419.015,572717.371,1212046.797,58970540.11,970.6765227,3856.663155,294.4562319,782.4398209,676.2202908,188.2367018
E09000019,23100,4700,2900,1569,1080,33349,0.692674443,0.140933761,0.086959129,0.047047887,0.032384779,Islington,236.53,146.97,155700000,225500000,107849410.8,21943386.61,13539536.42,7325356.083,5042310.114,28550974.51,5998005.296,2746901.148,559290.9369,876958.5751,38732130.47,1161.418048,4668.805661,356.4633122,947.2072926,804.9547354,214.2107551
E09000020,24700,6400,2500,2502,1968,38070,0.648804833,0.168111374,0.065668505,0.06572104,0.051694247,Kensington and Chelsea,213.9,132.91,212500000,306500000,137871027.1,35723666.93,13954557.39,13965721.04,10985027.58,36498596.99,9764707.118,2831100.604,1066282.801,1910515.997,52071203.51,1367.775243,5581.822958,426.1721828,1132.440242,941.6030605,235.3350017
E09000022,43700,8600,4300,1789,1514,59903,0.729512712,0.143565431,0.071782715,0.029864948,0.025274193,Lambeth,383.53,238.31,322900000,458300000,235559654.8,46357277.6,23178638.8,9643391.817,8161037.01,62359707.41,12671298.26,4702482.24,736272.9652,1419367.557,81889128.43,1367.028837,5390.381116,411.5555982,1093.600521,955.4732389,273.4283163
E09000023,55000,10100,5400,1646,1304,73450,0.748808713,0.137508509,0.073519401,0.022409803,0.017753574,Lewisham,433.71,269.49,330800000,445200000,247705922.4,45487814.84,24320217.84,7413162.696,5872882.233,65575188.84,12433639.31,4934085.794,565994.9718,1021411.678,84530320.59,1150.855284,4503.744044,343.8608577,913.7195916,806.994426,237.1356922
E09000025,41800,13000,9800,1411,2113,68124,0.613586988,0.190828489,0.143855323,0.020712231,0.031016969,Newham,429.96,267.16,418800000,5.54E+08,256970230.8,79918971.29,60246609.12,8674282.191,12989906.64,68027729.19,21845051.61,12222832.06,662281.4453,2259204.563,105017098.9,1541.558025,6147.613176,469.370266,1247.227761,1072.187759,294.3302634
E09000028,39400,7900,4200,1969,1422,54891,0.717786158,0.14392159,0.076515276,0.03587109,0.025905886,Southwark,392.64,243.98,3.07E+08,430100000,220360350.5,44183928.15,23490189.65,11012424.62,7953107.067,58335995.59,12077234.92,4765689.676,840798.62,1383204.381,77402923.19,1410.120479,5592.902297,427.0180904,1134.688018,983.1023882,275.4324605
E09000030,27900,8300,6300,1428,1887,45815,0.608970861,0.181163374,0.137509549,0.031168831,0.041187384,Tower Hamlets,296.15,184.02,3.69E+08,5.13E+08,224710247.7,66849285.17,50741023.68,11501298.7,15198144.71,59487543.88,18272583.61,10294338.88,878124.1558,2643261.328,91575851.86,1998.818113,8054.130743,614.9328822,1634.022045,1383.885231,364.7960681
E09000032,53000,11400,5900,2839,2601,75740,0.699762345,0.150514919,0.077898072,0.037483496,0.034341167,Wandsworth,430.16,267.29,332800000,452600000,232880908.4,50091365.2,25924478.48,12474507.53,11428740.43,61650562.87,13691973.76,5259558.194,952428.6496,1987686.535,83542210.01,1103.013071,4393.979403,335.4803274,891.4505413,767.5327438,211.5625299
E09000033,28200,7500,3600,22963,2139,64402,0.4378746,0.116456011,0.055898885,0.35655725,0.033213254,Westminster,335.76,208.63,300800000,448300000,131712679.7,35029968.01,16814384.65,107252420.7,9990546.877,34868297.71,9575091.457,3411302.357,8188722.323,1737555.913,57780969.75,897.1921641,4670.662402,356.6050744,947.5839881,540.5870898,-50.39182394
E09000002,41600,13200,7400,1617,1594,65411,0.635978658,0.20180092,0.113130819,0.024720613,0.02436899,Barking and Dagenham,342.69,212.94,299900000,3.94E+08,190729999.5,60520096.01,33927932.61,7413711.761,7308260.079,50491952.78,16542563.04,6883298.968,566036.893,1271052.593,75754904.28,1158.137076,4584.855758,350.0537371,930.1755362,808.0833388,227.9615397
E09000003,93200,19300,16300,6598,3633,139031,0.670354094,0.138817961,0.11724004,0.047457042,0.026130863,Barnet,765.91,475.91,802500000,1035200000,537959160.2,111401414.1,94085132.09,38084276.17,20970017.48,142413928.5,30450462.52,19087991.6,2907734.485,3647105.44,198507222.5,1427.791086,5772.093993,440.6993764,1171.042429,987.0917099,256.7486569
E09000004,76100,16500,7200,2046,1844,103690,0.733918411,0.159128171,0.069437747,0.019731893,0.017783779,Bexley,550.32,341.95,483500000,618400000,354849551.5,76938470.44,33573150.74,9540370.335,8598456.939,93939321.78,21030361.51,6811320.822,728407.2751,1495443.631,124004855,1195.919134,4662.937602,356.0152859,946.0167808,839.9038482,249.9023534
E09000005,57300,14900,12000,4065,3011,91276,0.627766335,0.163241159,0.13146939,0.044535256,0.032987861,Brent,463.96,288.29,467700000,602500000,293606314.9,76347889.92,61488233.49,20829139.09,15428422.59,77726399.75,20868932.23,12474732.81,1590304.77,2683311.256,115343680.8,1263.680275,5124.019457,391.2188856,1039.561068,872.4613898,224.1192078
E09000006,104800,20300,10100,3972,3097,142269,0.736632717,0.142687444,0.070992275,0.027918942,0.021768621,Bromley,913.65,567.72,699600000,875600000,515348248.7,99824135.97,49666195.73,19532092.02,15229327.54,136428141.9,27285929.33,10076277.79,1491275.226,2648684.646,177930308.9,1250.661134,4917.445122,375.446935,997.6512663,875.214199,253.0098678
E09000008,97500,19800,12000,3543,2801,135644,0.718793312,0.145970334,0.088466869,0.026119843,0.020649642,Croydon,773.75,480.79,653700000,829800000,469875188,95420807.41,57830792.37,17074541.45,13498670.79,124390058.5,26082323.5,11732711.16,1303641.239,2347688.823,165856423.2,1222.733208,4819.232697,367.9484164,977.7259296,854.7847913,245.0072781
E09000009,75600,18900,10900,6202,3366,114968,0.657574282,0.16439357,0.09480899,0.053945446,0.029277712,Ealing,589.32,366.19,606800000,785700000,399016074,99754018.51,57530095.33,32734096.44,17765715.68,105631525.3,27266763.42,11671705.74,2499248.264,3089813.271,150159056,1306.094356,5277.990397,402.9745668,1070.798692,903.1197896,235.2956647
E09000010,81700,20300,9700,2629,2239,116568,0.700878457,0.174147279,0.083213232,0.022553359,0.019207673,Enfield,634.88,394.5,805400000,1114400000,564487509.4,140258218.4,67019936.86,18164475.67,15469859.65,149436778.4,38338181.41,13597004.79,1386857.717,2690517.991,205449340.3,1762.484904,6909.271841,527.5229051,1401.753071,1234.961999,360.7318328
E09000011,54400,12000,6100,1924,1556,75980,0.715977889,0.157936299,0.080284285,0.025322453,0.020479073,Greenwich,517.91,321.81,563400000,7.43E+08,403381942.6,88981310.87,45232166.36,14266670.18,11537909.98,106787301.7,24322151.51,9176701.911,1089260.268,2006673.303,143382088.7,1887.103036,7415.109239,566.1435904,1504.377362,1320.959445,382.7256734
E09000015,62200,15500,12600,3429,2492,96221,0.646428534,0.161087496,0.130948546,0.035636711,0.025898712,Harrow,472.49,293.59,321800000,394200000,208020702.3,51837956.37,42139241.95,11467893.7,8334205.631,55069320.53,14169386.99,8549209.408,875573.6842,1449485.043,80112975.66,832.5934636,3344.384282,255.3437399,678.5086831,577.2497237,154.0847805
E09000016,79100,20600,8400,2406,1952,112458,0.703373704,0.183179498,0.074694553,0.021394654,0.017357591,Havering,684.57,425.37,805400000,1116500000,566497181.2,147532767.8,60158992.69,17231254.33,13979804.02,149968798.8,40326606.75,12205056.44,1315606.268,2431367.514,206247435.7,1833.995231,7161.784844,546.8022728,1452.982909,1287.192959,381.0123223
E09000017,89900,23000,13600,10940,4899,142339,0.63159078,0.161586073,0.095546547,0.076858767,0.034417833,Hillingdon,728.18,452.47,1150700000,1436300000,726771510.3,185937093.8,109945412,88441382.9,39604600.99,192398221.9,50824045.23,22305725.19,6752499.584,6888032.204,279168524.1,1961.29328,8084.221471,617.2303093,1640.126852,1344.06297,321.1664275
E09000018,64000,16200,8600,2914,2467,94181,0.679542583,0.172009216,0.091313535,0.030940423,0.026194243,Hounslow,499.8,310.56,815800000,1016600000,554370839.1,140325118.7,74493581.51,25241197.27,21369263.44,146758592.2,38356467.93,15113257.82,1927165.411,3716542.297,205872025.7,2185.918876,8662.044361,661.347087,1757.35556,1524.571789,428.5633164
E09000021,44800,9500,5200,2133,1619,63252,0.708277999,0.150192879,0.082210839,0.033722254,0.025596029,Kingston upon Thames,342.81,213.01,477200000,5.94E+08,337990261.2,71672041.99,39231012.46,16092259.53,12214424.84,89476161.84,19590835.96,7959187.808,1228644.015,2124332.768,120379162.4,1903.167685,7544.425473,576.0168848,1530.61304,1327.1508,372.5546448
E09000024,47600,10000,6100,2343,1981,68024,0.699753028,0.147006939,0.089674233,0.034443726,0.029122075,Merton,375.13,233.09,308600000,399900000,215943784.5,45366341.29,27673468.19,10629333.76,8987072.21,57166798.08,12400435.73,5614393.226,811549.6329,1563031.599,77556208.27,1140.130076,4536.634129,346.3720158,920.3923321,793.7580599,219.7377436
E09000026,64900,19000,12700,2865,2644,102109,0.635595295,0.186075664,0.124376891,0.028058251,0.025893898,Redbridge,536.74,333.51,556300000,7.14E+08,353581662.7,103513892,69190864.66,15608805.3,14404775.29,93603673.58,28294487.24,14037442.62,1191732.284,2505278.518,139632614.2,1367.485866,5448.09958,415.9624029,1105.310443,951.5234626,262.1754228
E09000027,52000,11100,5800,3049,2544,74493,0.698052166,0.149007289,0.077859665,0.04093002,0.03415086,Richmond upon Thames,412.95,256.6,402800000,507900000,281175412.5,60020136.12,31361872.93,16486612.16,13755966.33,74435566.94,16405904.01,6362696.78,1258752.839,2392437.665,100855358.2,1353.890409,5407.21947,412.8412066,1097.016686,941.0492023,256.8737228
E09000029,62100,11500,7000,2094,1662,84356,0.736165774,0.136326995,0.082981649,0.024823368,0.019702214,Sutton,469.09,291.48,361400000,456800000,266050310.6,49268576.03,29989568.02,8971165.062,7120380.293,70431498.72,13467072.57,6084283.56,684948.4525,1238376.541,91906179.85,1089.503768,4284.224003,327.1005026,869.1833657,762.4032653,220.3204022
E09000031,52000,12200,8500,1460,1492,75652,0.687357902,0.161264739,0.11235658,0.019298895,0.019721884,Waltham Forest,421.62,261.98,373800000,490800000,256934383.8,60280759.27,41998889.65,7213926.929,7372040.395,68018239.41,16477142.74,8520734.733,550783.321,1282145.266,94849045.47,1253.754633,4941.045841,377.24885,1002.43938,876.5057827,251.3152523
E06000036,52000,20100,7600,1711,1809,83220,0.624849796,0.241528479,0.091324201,0.020559962,0.021737563,Bracknell Forest,474.52,294.85,355700000,437400000,222259072.3,85911679.88,32484018.26,7313178.323,7732051.19,58838644.22,23483098.58,6590357.626,558361.1649,1344758.343,90815219.93,1091.266762,4274.21293,326.3361572,867.1523192,764.9306048,224.1144428
E06000043,59100,24600,5400,2123,1096,92319,0.640171579,0.266467358,0.058492835,0.02299635,0.011871879,Brighton and Hove,619.82,385.14,589200000,753500000,377189094.3,157002567.2,34463978.16,13549449.19,6994911.123,99853268.94,42915081.71,6992051.89,1034500.446,1216554.943,152011457.9,1646.589087,6382.218178,487.2823579,1294.824424,1159.306729,351.7646631
E06000060,196300,94500,17900,9318,5958,323976,0.60590908,0.291688273,0.055251006,0.02876139,0.018390251,Buckinghamshire,3365.7,2091.35,3121700000,4022100000,1891466374,910563282.5,172477066.2,89784430.33,57408846.95,500727893.2,248893367.6,34992147.19,6855041.256,9984546.662,801452995.9,2473.803603,9635.590291,735.6773187,1954.868558,1738.126284,518.9350444
E06000046,49100,19600,3000,1208,562,73470,0.668299986,0.266775555,0.040832993,0.016442085,0.007649381,Isle of Wight,880.62,547.19,318100000,399300000,212586225.7,84861303.93,12988975.09,5230227.304,2433268.001,56277951.52,23195988.82,2635203.267,399327.8546,423193.9707,82931665.43,1128.782706,4329.658364,330.5694161,878.4010889,798.2132902,250.3816174
E06000035,83600,43700,7300,2364,1421,138385,0.604111717,0.31578567,0.052751382,0.017082776,0.010268454,Medway,859.81,534.26,662300000,851200000,400103190.4,209144849.5,34937240.31,11313922.75,6800797.052,105919317.6,57167653.17,7088067.314,863818.0021,1182794.623,172221650.7,1244.510971,4785.92333,365.4052462,970.9681252,879.1057246,273.5428456
E06000042,169100,68200,21400,41861,17412,317973,0.53180616,0.21448362,0.067301312,0.131649543,0.054759366,Milton Keynes,1351.89,840.03,1136800000,1472200000,604557242.3,243824978.9,76508131.19,149659200,62250447.68,160044438.7,66647119.72,15521969.66,11426479.92,10826597.86,264466605.9,831.7266117,3575.146317,272.9624213,725.3256849,558.7641904,106.4009268
E06000044,54600,27500,17000,9638,7440,116178,0.469968497,0.236705745,0.146327188,0.082958908,0.064039663,Portsmouth,457.23,284.11,602100000,755800000,282968031.8,142520528.8,88103599.65,49949558.44,38558281.26,74910127.06,38956561.35,17874458.3,3813648.787,6706056.276,142260851.8,1224.507667,5182.564685,395.6888137,1051.438723,828.8188536,173.068944
E06000038,41000,20900,3800,1254,769,67723,0.605407321,0.308610073,0.056110922,0.018516604,0.011355079,Reading,397.39,246.93,288700000,353400000,174781093.6,89095728.19,16199223.31,5345743.691,3278211.243,46269798.9,24353426.34,3286498.424,408147.5308,570146.4994,74888017.7,1105.798882,4262.953502,325.4764999,864.8680064,780.3223823,240.9308758
E06000039,70500,27300,11300,30244,15637,154981,0.454894471,0.176150625,0.072912163,0.195146502,0.100896239,Slough,323.71,201.14,365800000,461900000,166400397.5,64435898.59,26671269.38,71384590.37,36907844.19,44051177.22,17612908.52,5411067.132,5450213.475,6419012.261,78944378.61,509.3810119,2360.289326,180.20809,478.8554984,329.1729219,30.52551352
E06000045,58800,33000,5500,1330,706,99336,0.591930418,0.332205847,0.055367641,0.013388902,0.007107192,Southampton,593.52,368.8,482900000,603400000,285843198.8,160422203.4,26737033.91,6465500.926,3432062.898,75671270.03,43849805.09,5424409.439,493640.9957,596904.3792,126036029.9,1268.785032,4861.278892,371.1586434,986.2562616,897.6263885,282.5287703
E06000037,56700,30800,3600,2405,1701,95206,0.595550701,0.323509023,0.037812743,0.025261013,0.017866521,West Berkshire,1387.7,862.28,1.36E+09,1805500000,809948952.8,439972270.7,51425330.34,34354977.63,24298468.58,214417786.3,120262020.5,10433171.02,2623002.542,4225989.656,351961970,3696.846522,14284.81398,1090.645548,2898.103061,2606.200974,798.743461
E06000040,98200,25900,33500,55431,12307,225338,0.435789791,0.114938448,0.14866556,0.245990468,0.054615733,Windsor and Maidenhead,685.25,425.79,850800000,1.08E+09,370769954.5,97789631.58,126484658.6,209288689.9,46467065.47,98153930.05,26729817.89,25661207.54,15979191.47,8081552.027,174605699,774.8613149,3775.661451,288.2717518,766.0061951,486.5895631,8.855119767
E06000041,62900,29200,6200,3184,1853,103337,0.608688079,0.282570618,0.059997871,0.03081181,0.017931622,Wokingham,812.95,505.14,779700000,9.85E+08,474594095,220320311.2,46780340.05,24023968.18,13981285.5,125639294.8,60222353.87,9490795.39,1834229.971,2431625.175,199618299.2,1931.721447,7545.216137,576.0772521,1530.77345,1355.644195,400.9479972
E10000011,185200,84600,15900,5311,3251,294262,0.629371105,0.287498896,0.05403348,0.018048542,0.011047978,East Sussex,3364.64,2090.69,2016200000,2600800000,1268938021,579655273.2,108942303.1,36389469.93,22274932.54,335925962.4,158442972.4,22102214.46,2778336.029,3874056.268,523123541.5,1777.747523,6851.717177,523.1286065,1390.076381,1254.618916,387.6711417
E10000014,541100,263600,53000,20930,15274,893904,0.605322272,0.294886252,0.059290483,0.023414147,0.017086846,Hampshire,9076.2,5639.69,7.33E+09,9.47E+09,4437012252,2161516225,434599241.1,171625700.3,125246581.3,1174610253,590828845.1,88171494.03,13103622.22,21782885.42,1888497100,2112.639724,8199.985681,626.0689067,1663.613095,1486.570818,449.0266294
E10000016,505000,261100,40800,16367,11182,834449,0.605189772,0.312901088,0.04889454,0.019614141,0.013400459,Kent,9367.6,5820.76,6936600000,9383400000,4197959372,2170469687,339161866.1,136055447.6,92953627.12,1111325785,593276184.3,68809159.39,10387833.42,16166494.83,1799965456,2157.070662,8312.790836,634.6815803,1686.499005,1522.389081,470.5716569
E10000025,220100,127100,22400,11242,6671,387513,0.567980945,0.327988996,0.057804512,0.02901064,0.017214906,Oxfordshire,4727.1,2937.28,3561700000,4674300000,2022977732,1168198409,205882331.7,103327195.2,61314331.91,535542895.1,319315353.1,41769407.45,7889031.355,10663788.61,915180475.6,2361.676836,9191.175522,701.7462511,1864.70569,1659.930584,496.9711457
E10000030,453500,158700,39200,20091,13530,685021,0.6620235,0.23167173,0.057224523,0.029329028,0.019751219,Surrey,5486.2,3408.97,6499700000,8448300000,4302954143,1505796742,371942232.4,190629882.4,128377000.1,1139121050,411594481.5,75459640.11,14554591.52,22327327.86,1663057091,2427.746144,9488.322256,724.4334042,1924.990819,1703.31274,502.7553246
E10000032,307000,141300,22800,9947,5848,486895,0.630526089,0.290206307,0.046827345,0.020429456,0.012010803,West Sussex,4142.22,2573.86,3336600000,4264500000,2103813348,968302365,156244118.3,68164923.03,40075245.79,556942507.6,264675768.4,31698806.73,5204391.874,6969886.748,865491361.4,1777.572909,6852.812208,523.2122121,1390.298541,1254.360697,387.2743679
E06000022,59000,25300,3900,2286,1405,91891,0.642065055,0.275326202,0.042441588,0.0248773,0.015289854,Bath and North East Somerset,1092.36,678.76,584200000,742500000,375094405.3,160845567,24794375.95,14533318.82,8932332.873,99298741.92,43965527.29,5030282.992,1109618.892,1553511.333,150957682.4,1642.790724,6357.532294,485.3975906,1289.816152,1157.393134,352.9745724
E06000058,126600,59900,8300,3562,2065,200427,0.631651424,0.29886193,0.041411586,0.017772057,0.010303003,"Bournemouth, Christchurch and Poole",1270.38,789.38,1023200000,1258600000,646305737.3,305795526.6,42372335.06,18184368.37,10542032.76,171096517.8,83586149.23,8596499.338,1388376.525,1833470.338,266501013.3,1329.666229,5105.10061,389.7744316,1035.722812,939.8917973,293.9434171
E06000023,127700,42000,9000,3195,1948,183843,0.694614426,0.228455802,0.048954815,0.017378959,0.010595998,"Bristol, City of",1149.28,714.13,1132400000,1420800000,786581376.5,258703350.1,55436432.17,19679933.42,11998907.76,208231687.8,70713973.73,11246943.36,1502562.917,2086850.038,293782017.8,1598.004916,6159.603575,470.2857329,1249.660373,1127.719183,348.3445431
E06000052,164900,132300,10100,4854,2236,314390,0.524507777,0.420814911,0.032125704,0.015439422,0.007112186,Cornwall excluding Isles of Scilly,7459.73,4635.26,2608800000,3486500000,1368335889,1097821941,83809535.93,40278365.09,18554269.54,362239559.8,300078649.3,17003278.65,3075253.174,3226958.558,685623699.5,2180.806322,8297.973854,633.5503038,1683.492936,1547.256018,497.3133862
E06000059,133600,79700,8900,4057,2257,228514,0.584646893,0.34877513,0.038947286,0.017753836,0.009876857,Dorset,3864.71,2401.42,1876800000,2461900000,1097265288,654581163.5,73096265.44,33320398.75,18536884.39,290479039.7,178923215.2,14829770.33,2544012.445,3223934.933,489999972.6,2144.288633,8213.063532,627.0674007,1666.266329,1517.221232,478.0223033
E06000053,400,200,NA,20,0,620,0.64516129,0.322580645,NA,0.032258065,0,Isles of Scilly,34.19,21.24,8.00E+05,1400000,516129.0323,258064.5161,NA,25806.45161,0,136634.8387,70539.35484,NA,1970.322581,0,209144.5161,337.3298647,1290.322581,98.51612903,261.7806452,238.8137357,75.54921956
E06000024,78500,37400,5500,2893,1667,125960,0.623213719,0.296919657,0.043664655,0.022967609,0.01323436,North Somerset,1142.63,710,1256700000,1604900000,783192680.2,373138933,54873372.5,28863393.93,16631620.36,207334598.2,101993795.9,11132709.81,2203720.127,2892571.412,325557395.5,2584.609364,9976.976818,761.7421801,2024.129057,1822.867184,560.4803075
E06000026,65600,45500,5200,1317,619,118236,0.554822558,0.384823573,0.043979837,0.011138739,0.005235292,Plymouth,856.56,532.24,8.06E+08,9.94E+08,447186982,310167800,35447748.57,8977824.013,4219645.455,118383809.7,84781266.45,7191639.23,685456.8634,733880.7375,211776053,1791.130054,6816.874725,520.4683853,1383.007544,1270.661668,408.1225094
E06000025,135000,50300,16400,35231,11484,248415,0.543445444,0.202483747,0.066018558,0.141823159,0.046229092,South Gloucestershire,1569.22,975.07,1958700000,2617300000,1064446591,396604915.2,129310548.9,277789021.2,90548923.37,281790946.1,108407987.5,26234524.16,21209191.77,15748268.75,453390918.3,1825.135029,7884.789566,602.0036834,1599.666107,1223.131346,225.4689223
E06000030,114300,57200,26300,45282,20102,263184,0.434296918,0.21733844,0.099930087,0.172054532,0.076380023,Swindon,854.96,531.25,949400000,1222600000,412321493.7,206341115,94873624.54,163348572.9,72515193.93,109153869,56401280.36,19247960.95,12471663.54,12611842.53,209886616.4,797.4900313,3607.36215,275.4221001,731.8616329,522.0679312,65.6283984
