"","Local Authority Code","Petrol2024Q2","Diesel2024Q2","Hybrid2024Q2","BEV2024Q2","PHEV2024Q2","TotalCars","Petrol","Diesel","Hybrid","BEV","PHEV","Local Authority","link_length_km","link_length_miles","cars_and_taxis","all_motor_vehicles","PetrolMile","DieselMile","HybridMile","BEVMile","PHEVMile","PetrolCO2e","DieselCO2e","HybridCO2e","BEVCO2e","PHEVCO2e","BaseCO2e","pCarBaseCO2e","pCarAnnMile","pBEVAnnCO2e","pHyVAnnCO2e","reduceCO2pBEVcc","reduceCO2pHyVc"
"25","E10000006",140500,108800,12700,3518,2233,267751,0.524741270807579,0.40634768871078,0.0474321291050267,0.0131390732434239,0.00833983813319091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"26","E07000026",26700,22100,2900,610,364,52674,0.506891445494931,0.419561833162471,0.0550556251661161,0.0115806659832175,0.00691043019326423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"27","E07000027",17900,11200,1200,274,192,30766,0.581811090164467,0.364038224013521,0.0390040954300202,0.00890593512318793,0.00624065526880322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"28","E07000028",28900,24200,2500,748,478,56826,0.508570020765143,0.425861401471158,0.0439939464329708,0.0131629887727449,0.00841164255798402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"29","E07000029",19700,13300,2200,403,240,35843,0.549619172502302,0.371062690065006,0.0613787908378205,0.0112434785034735,0.0066958680913986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"30","E07000030",15000,15400,1400,415,315,32530,0.461112818936366,0.47340916077467,0.0430371964340609,0.0127574546572395,0.0096833691976637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"31","E07000031",32200,22500,2500,1067,640,58907,0.546624340061453,0.381958001595736,0.0424397779550817,0.0181132972312289,0.0108645831565009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"32","E11000001",749800,421200,94200,110684,60111,1435995,0.522146664856075,0.293315784525712,0.0655991142030439,0.0770782628073217,0.0418601736078468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"33","E08000001",73400,43900,10700,2101,1375,131476,0.558276795765007,0.333901244333567,0.0813836745869969,0.0159801028324561,0.0104581824819739,"Bolton",1002.28,622.79,1036700000,1299200000,578765554.169582,346155420.000609,84370455.4443397,16566572.6064073,10841997.7790623,153216605.155314,94618122.5029663,17117078.0005476,1264857.81849919,1885640.25373452,268102303.731061,2039.17295727784,7885.08929386352,602.02656758648,1599.72691593903,1437.14638969136,439.446041338809
"34","E08000002",62300,29500,9500,2099,1564,104963,0.59354248639997,0.281051418118766,0.0905080838009584,0.0199975229366539,0.0149004887436525,"Bury",602.46,374.35,781600000,1018800000,463912807.370216,219669788.401627,70741118.2988291,15630063.9272887,11646222.0020388,122811637.495117,60044539.9617008,14351958.0804664,1193355.38084849,2025510.93059459,200427001.848728,1909.50146097889,7446.43350513991,568.535198117432,1510.73242952278,1340.96626286146,398.76903145611
"35","E08000003",99000,59000,12600,4043,1625,176268,0.561644768193887,0.33471758912565,0.0714820614064947,0.0229366646243221,0.00921891664964713,"Manchester",1406.77,874.13,1382500000,1677800000,776473892.028048,462747066.966211,98823949.8944789,31709938.8431252,12745152.2681372,205555933.436585,126487283.284544,20049402.9545919,2421053.83067261,2216636.88247441,356730310.388868,2023.79507561706,7843.17062654594,598.826077336783,1591.22245671364,1424.96899828028,432.57261890342
"36","E08000004",56500,33900,6300,1472,989,99161,0.569780458042981,0.341868274825788,0.0635330422242616,0.0148445457387481,0.00997367916822138,"Oldham",832.16,517.08,585600000,726100000,333663436.229969,200198061.737982,37204949.5265276,8692965.98461089,5840586.52091044,88330721.4731598,54722138.1954599,7548140.15994191,663707.952925041,1015794.80771674,152280502.589203,1535.68946046534,5905.54754389326,450.888554976251,1198.11748570507,1084.80090548909,337.571974760273
"37","E08000005",53800,34500,6400,1489,1003,97192,0.553543501522759,0.35496748703597,0.0658490410733394,0.0153201909622191,0.0103197794057124,"Rochdale",789.98,490.87,819500000,1112200000,453628899.497901,290895855.625977,53963289.1596016,12554896.4935386,8457059.22298132,120089178.564079,79513473.1768047,10948072.1047,958566.347281669,1470851.74006091,212980141.932927,2191.33408030421,8431.76393118775,643.765176146185,1710.63626635937,1547.56890415802,480.697813944837
"38","E08000006",59800,32700,5500,1735,1048,100783,0.593354037883373,0.324459482253952,0.054572695791949,0.0172152049452785,0.0103985791254477,"Salford",816.45,507.32,1071500000,1427800000,635778851.592034,347658335.235109,58474643.5410734,18446092.0988659,11142077.5329173,168309735.381959,95028929.3531647,11863335.681613,1408359.13174841,1937830.12452497,278548189.67301,2763.84102153151,10631.7533711043,811.73436988381,2156.97012392963,1952.1066516477,606.870897601881
"39","E08000007",123000,64000,23200,91190,48526,349916,0.351512934532859,0.182901039106528,0.0663016266761166,0.260605402439443,0.138678997245053,"Stockport",988.11,613.98,993800000,1224700000,349333554.338756,181767052.664068,65890556.5907246,258989648.944318,137819187.462134,92479071.8400988,49684206.1751963,13367876.1211262,19773859.6968987,23969513.0834143,199274526.916734,569.492469383322,2840.11019787606,216.842413607837,576.201556945095,352.650055775484,-6.7090875617738
"40","E08000008",60900,33400,5700,1351,836,102187,0.595966218794954,0.326851752179827,0.0557800894438627,0.0132208597962559,0.00818107978509987,"Tameside",769.03,477.85,601200000,7.6e+08,358294890.739527,196503273.410512,33534989.7736503,7948380.90950904,4918465.16680204,94851406.4254749,53712204.7540294,6803578.72527817,606858.882441015,855419.461810211,156829468.249034,1534.73013444992,5883.33153923689,449.192363020737,1193.61030268038,1085.53777142918,341.119831769537
"41","E08000009",67600,34000,6600,2798,1785,112783,0.599381112401692,0.301463873101443,0.0585194577196918,0.0248087034393481,0.0158268533378257,"Trafford",822.67,511.18,790500000,969100000,473810769.353537,238307191.68669,46259631.3274164,19611280.0688047,12511127.5635512,125431924.970962,65138887.77564,9385154.00370623,1497321.23325324,2175935.30585283,203629223.289414,1805.49571557251,7009.03504960854,535.139826037612,1421.99303086458,1270.3558895349,383.502684707928
"42","E08000010",93200,56400,7600,2389,1352,160941,0.579094202223175,0.350438980744496,0.0472222740010314,0.0148439490247979,0.00840059400649928,"Wigan",1179.06,732.63,948800000,1.223e+09,549444579.069348,332496504.930378,44804493.5721786,14083938.8347283,7970483.59336651,145454463.417029,90884594.6576696,9089935.6559236,1075308.7300315,1386226.5065583,247890528.967212,1540.25716857241,5895.32810160245,450.108300557347,1196.04416525311,1090.14886801506,344.213003319301
"43","E10000017",342800,229600,29700,11231,6116,619447,0.553396820066931,0.370653179368049,0.0479459905367207,0.0181306875325896,0.00987332249570988,"Lancashire",7098.67,4410.91,5531300000,7166900000,3061003830.83621,2050193931.03849,265203657.455763,100286271.949013,54612308.7205201,810339544.137271,560400009.110061,53804518.0246252,7656856.86330711,9498172.73267285,1441699100.86794,2327.39701841794,8929.41607595161,681.760917398906,1811.59993348906,1645.63610101903,515.797084928876
"44","E07000117",21400,15500,1600,525,297,39322,0.544224607090179,0.394181374294288,0.040689690249733,0.0133513046131936,0.00755302375260668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"45","E07000118",35200,22500,2800,1416,641,62557,0.562686829611394,0.359671979155011,0.0447591796281791,0.022635356554822,0.0102466550505939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"46","E07000119",27200,15500,2600,902,515,46717,0.582229167112614,0.33178500331785,0.0556542586210587,0.0193077466446904,0.0110238243037866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"47","E07000120",20000,14900,1800,553,293,37546,0.532679912640494,0.396846534917168,0.0479411921376445,0.0147285995845097,0.00780376072018324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"48","E07000121",35900,24900,2800,1061,508,65169,0.550875416225506,0.382083505961423,0.0429652135217665,0.0162807469809265,0.00779511731037763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"49","E07000122",21100,19100,2000,528,365,43093,0.489638688418073,0.443227438331051,0.0464112500870211,0.0122525700229736,0.00847005314088135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"50","E07000123",35400,25000,3700,1248,746,66094,0.5356008109662,0.378249160286864,0.0559808757224559,0.0188821980815203,0.01128695494296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"51","E07000124",20500,13000,1600,785,522,36407,0.563078528854341,0.357074189029582,0.0439475924959486,0.0215617875683248,0.0143379020518032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"52","E07000125",19800,13200,1700,581,398,35679,0.554948288909442,0.369965525939628,0.0476470753104067,0.0162840886796155,0.011155021160907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"53","E07000126",35800,22100,2600,1186,543,62229,0.575294476851629,0.355139886548072,0.0417811631233026,0.0190586382554757,0.00872583522152051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"54","E07000127",34600,21900,3000,1297,768,61565,0.562007634207748,0.355721595062129,0.0487289856249492,0.0210671647851864,0.012474620319987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"55","E07000128",35300,21600,3300,1122,507,61829,0.570929499102363,0.349350628345922,0.0533730126639603,0.0181468243057465,0.00820003558200844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"56","E11000002",357500,196400,31000,9486,5220,599606,0.596224854321004,0.327548423464742,0.0517006167383248,0.0158203887219274,0.00870571675400179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"57","E08000011",37100,22700,3200,1038,615,64653,0.573832614109167,0.351105130465717,0.0494949963652112,0.0160549394459654,0.00951231961393903,"Knowsley",601.48,373.74,770500000,9.89e+08,442138029.171113,270526503.023835,38135894.6993952,12370330.8431163,7329242.26254002,117047200.462469,73945714.3365351,7737010.3166133,944474.759871932,1274701.81430096,200949101.68979,3108.11720554019,11917.467093561,909.898612593383,2417.81572394166,2198.21859294681,690.301481598536
"58","E08000012",97000,53700,8900,2514,1436,163550,0.593090797921125,0.328339957199633,0.0544176092937939,0.0153714460409661,0.00878018954448181,"Liverpool",1431.13,889.26,1104600000,1346900000,655128095.383675,362684316.722715,60109691.2259248,16979299.2968511,9698597.37083461,173432060.69092,99136131.1329869,12195054.1559156,1296369.50131458,1686780.05473555,287746395.535873,1759.37875595153,6753.89789055335,515.660103943748,1370.23080403546,1243.71865200778,389.147951916068
"59","E08000014",75300,41800,7100,1987,1152,127339,0.591334940591649,0.328257642984475,0.0557566809854012,0.0156040176222524,0.00904671781622284,"Sefton",999.33,620.95,587400000,730500000,347350144.103535,192818539.48908,32751474.4108246,9165799.95131107,5314042.0452493,91954003.6485287,52705019.5839452,6644619.1284681,699808.8262826,924218.192509757,152927669.379734,1200.94919372489,4612.88371983446,352.193672009361,935.861849080015,848.755521715534,265.08734464488
"60","E08000013",53000,29400,4200,1371,722,88693,0.597566888029495,0.33148050015221,0.0473543571646015,0.0154578151601592,0.00814043949353387,"St. Helens",745.87,463.46,636300000,843800000,380231810.853168,210921042.246852,30131577.4638359,9835807.7864093,5179761.6497356,100658767.287159,57653157.6877544,6113094.43586303,750963.92449235,900864.146122016,166076847.481391,1872.49103628686,7174.18511043713,547.749033181875,1455.49867520548,1324.74200310499,416.99236108138
"61","E08000015",95000,48800,7600,2569,1295,155264,0.611861088211047,0.314303380049464,0.0489488870568838,0.0165460119538335,0.00834063272877164,"Wirral",1218.35,757.05,903100000,1099900000,552571748.763397,283847382.522671,44205739.9010717,14942703.395507,7532425.41735367,146282319.050134,77586843.5387469,8968460.51112943,1140875.40424696,1310039.42858615,235288537.932843,1515.40948277027,5816.54472382523,444.093189664056,1180.06059356966,1071.31629310622,335.348889200609
"62","E12000003",NA,971900,148500,80426,47692,1248518,NA,0.778442921928238,0.118941016469126,0.0644171730003092,0.0381988886023269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"63","E06000011",105100,74000,8600,3196,2182,193078,0.544339593324977,0.383264794538995,0.0445415842302075,0.0165528957209004,0.0113011321849201,"East Riding of Yorkshire",3495.82,2172.2,1701300000,2301300000,926084950.123784,652048394.949191,75778597.250852,28161441.4899678,19226616.1862045,245162468.846269,178230908.275412,15373961.8102529,2150126.05775904,3343893.08710469,444261358.076798,2300.9424070935,8811.4647966107,672.755337221227,1787.66997793638,1628.18706987227,513.272429157118
"64","E06000010",56600,39000,3200,1113,677,100590,0.562680186897306,0.387712496271995,0.0318123073864201,0.0110647181628392,0.00673029128143951,"Kingston upon Hull, City of",759.57,471.97,578600000,736700000,325566756.138781,224330450.342976,18406601.0537827,6402045.92901879,3894146.5354409,86187287.3526196,61318485.2967492,3734331.22179143,488796.206680585,677269.965443881,152406170.043285,1515.12247781375,5752.06282930709,439.169997017596,1166.97850680982,1075.95248079615,348.143971003923
"65","E06000012",41500,27100,3400,982,630,73612,0.563766777155899,0.368146497853611,0.046188121501929,0.0133402162690866,0.00855838721947509,"North East Lincolnshire",647.9,402.59,473600000,602700000,266999945.661034,174354181.38347,21874694.3433136,6317926.4250394,4053252.1871434,70682895.6148454,47657971.9393577,4437937.98837146,482373.682551758,704941.62038798,123966120.845514,1684.04772109866,6433.73363038635,491.215562679998,1305.27587893278,1192.83215841866,378.771842165874
"66","E06000013",44700,40600,3600,1326,931,91157,0.490362780697039,0.445385433921696,0.0394923044856676,0.0145463321522209,0.0102131487433768,"North Lincolnshire",1428.34,887.53,779400000,1139900000,382188751.275272,347133407.19857,30780302.1161293,11337411.279441,7960128.13058789,101176828.125103,94885445.523657,6244707.69332032,865611.351185318,1384425.48447185,204557018.177737,2244.00779070984,8550.08392114703,652.798907379576,1734.64102592231,1591.20888333027,509.366764787535
"67","E06000014",50500,27200,4800,1820,1023,85343,0.591729843103711,0.318713895691504,0.0562436286514418,0.021325709197005,0.0119869233563385,"York",813.89,505.73,654900000,823300000,387523874.24862,208725730.288366,36833952.4038293,13966206.9531186,7850236.10606611,102589195.229837,57053091.1170219,7472872.26368888,1066319.9008706,1365313.06356702,169546791.574986,1986.65141341394,7673.74008413109,585.890055423409,1556.84838826852,1400.76135799053,429.803025145421
"68","E10000023",187100,129800,17000,7570,5169,346639,0.539754615031777,0.374452961149784,0.0490423754972753,0.0218382813243749,0.0149117669967892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"69","E07000163",17700,11500,1400,597,572,31769,0.557146904214801,0.361988101608486,0.0440681167175548,0.0187919040574145,0.0180049734017438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"70","E07000164",29400,22000,2800,1022,642,55864,0.526278103966776,0.393813547186023,0.050121724187312,0.0182944293283689,0.0114921953315194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"71","E07000165",53300,30500,5400,3348,2269,94817,0.562135482033812,0.321672273959311,0.0569518124386977,0.0353101237119926,0.0239303078561861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"72","E07000166",13500,12000,1200,382,274,27356,0.493493200760345,0.438660622898084,0.0438660622898085,0.0139640298289224,0.0100160842228396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
"73","E07000167",16400,13600,1300,559,340,32199,0.509332587968571,0.422373365632473,0.0403739246560452,0.0173607876020994,0.0105593341408118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA
